link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,jammed_int,hist_attack_rate
Aegis-Boreas,166,0.01474,0,Aegis,Boreas,1.47,very_low,0,0,0.115
Caelum-Fenix,343,0.00997,0,Caelum,Fenix,1.0,very_low,0,0,0.07960199004975124
Caelum-Elysium,233,0.02238,0,Caelum,Elysium,2.24,very_low,0,0,0.08208955223880597
Elysium-Fenix,340,0.15592,1,Elysium,Fenix,15.59,medium,0,1,0.06666666666666667
Aegis-Dawn,496,0.02866,0,Aegis,Dawn,2.87,very_low,0,0,0.08607594936708861
Elysium-Fenix,338,0.08988,0,Elysium,Fenix,8.99,low,0,0,0.06666666666666667
Elysium-Fenix,412,0.0357,0,Elysium,Fenix,3.57,very_low,0,0,0.06666666666666667
Aegis-Boreas,425,0.0495,0,Aegis,Boreas,4.95,very_low,0,0,0.115
Caelum-Fenix,425,0.03261,0,Caelum,Fenix,3.26,very_low,0,0,0.07960199004975124
Caelum-Dawn,12,0.00989,0,Caelum,Dawn,0.99,very_low,0,0,0.06666666666666667
Dawn-Elysium,217,0.04164,0,Dawn,Elysium,4.16,very_low,0,0,0.07637231503579953
Caelum-Fenix,370,0.02227,0,Caelum,Fenix,2.23,very_low,0,0,0.07960199004975124
Boreas-Fenix,346,0.14745,0,Boreas,Fenix,14.74,medium,0,0,0.10353535353535354
Dawn-Fenix,28,1e-05,0,Dawn,Fenix,0.0,very_low,0,0,0.07512953367875648
Boreas-Elysium,328,0.02821,0,Boreas,Elysium,2.82,very_low,0,0,0.08933002481389578
Caelum-Dawn,337,0.0649,1,Caelum,Dawn,6.49,low,0,1,0.06666666666666667
Caelum-Fenix,246,0.04406,0,Caelum,Fenix,4.41,very_low,0,0,0.07960199004975124
Elysium-Fenix,407,0.15536,0,Elysium,Fenix,15.54,medium,0,0,0.06666666666666667
Boreas-Elysium,472,0.10778,0,Boreas,Elysium,10.78,medium,0,0,0.08933002481389578
Caelum-Elysium,53,0.00928,0,Caelum,Elysium,0.93,very_low,0,0,0.08208955223880597
Boreas-Dawn,172,0.0068,0,Boreas,Dawn,0.68,very_low,0,0,0.0761904761904762
Boreas-Fenix,76,0.07565,0,Boreas,Fenix,7.56,low,0,0,0.10353535353535354
Dawn-Fenix,329,0.11937,0,Dawn,Fenix,11.94,medium,0,0,0.07512953367875648
Caelum-Elysium,262,0.10626,0,Caelum,Elysium,10.63,medium,0,0,0.08208955223880597
Aegis-Boreas,62,0.07252,0,Aegis,Boreas,7.25,low,0,0,0.115
Boreas-Elysium,309,0.13074,0,Boreas,Elysium,13.07,medium,0,0,0.08933002481389578
Caelum-Fenix,94,0.04595,0,Caelum,Fenix,4.6,very_low,0,0,0.07960199004975124
Aegis-Elysium,275,0.01884,0,Aegis,Elysium,1.88,very_low,0,0,0.06801007556675064
Caelum-Elysium,113,0.22208,0,Caelum,Elysium,22.21,high,1,0,0.08208955223880597
Boreas-Dawn,143,0.09108,0,Boreas,Dawn,9.11,low,0,0,0.0761904761904762
Caelum-Dawn,330,0.01539,0,Caelum,Dawn,1.54,very_low,0,0,0.06666666666666667
Caelum-Fenix,51,0.14175,0,Caelum,Fenix,14.18,medium,0,0,0.07960199004975124
Boreas-Elysium,294,0.05543,0,Boreas,Elysium,5.54,low,0,0,0.08933002481389578
Aegis-Boreas,208,0.00508,0,Aegis,Boreas,0.51,very_low,0,0,0.115
Boreas-Dawn,216,0.19927,0,Boreas,Dawn,19.93,medium,0,0,0.0761904761904762
Aegis-Elysium,43,0.05825,0,Aegis,Elysium,5.82,low,0,0,0.06801007556675064
Aegis-Boreas,308,0.10782,0,Aegis,Boreas,10.78,medium,0,0,0.115
Boreas-Elysium,248,0.10425,0,Boreas,Elysium,10.42,medium,0,0,0.08933002481389578
Boreas-Dawn,460,0.15607,0,Boreas,Dawn,15.61,medium,0,0,0.0761904761904762
Caelum-Dawn,39,0.09695,0,Caelum,Dawn,9.7,low,0,0,0.06666666666666667
Caelum-Fenix,128,0.08336,0,Caelum,Fenix,8.34,low,0,0,0.07960199004975124
Aegis-Boreas,344,0.11899,0,Aegis,Boreas,11.9,medium,0,0,0.115
Dawn-Fenix,396,0.0834330688935281,1,Dawn,Fenix,8.34,low,0,1,0.07512953367875648
Dawn-Fenix,332,0.0834330688935281,0,Dawn,Fenix,8.34,low,0,0,0.07512953367875648
Elysium-Fenix,299,0.08207,0,Elysium,Fenix,8.21,low,0,0,0.06666666666666667
Dawn-Elysium,156,0.13246,0,Dawn,Elysium,13.25,medium,0,0,0.07637231503579953
Boreas-Dawn,485,0.08328,0,Boreas,Dawn,8.33,low,0,0,0.0761904761904762
Boreas-Elysium,88,0.00312,0,Boreas,Elysium,0.31,very_low,0,0,0.08933002481389578
Aegis-Boreas,473,0.01898,0,Aegis,Boreas,1.9,very_low,0,0,0.115
Boreas-Elysium,490,0.01244,0,Boreas,Elysium,1.24,very_low,0,0,0.08933002481389578
Aegis-Elysium,181,0.04066,0,Aegis,Elysium,4.07,very_low,0,0,0.06801007556675064
Dawn-Fenix,312,0.07379,0,Dawn,Fenix,7.38,low,0,0,0.07512953367875648
Aegis-Elysium,63,0.05103,0,Aegis,Elysium,5.1,low,0,0,0.06801007556675064
Boreas-Dawn,328,0.08158,0,Boreas,Dawn,8.16,low,0,0,0.0761904761904762
Caelum-Elysium,370,0.20378,0,Caelum,Elysium,20.38,high,1,0,0.08208955223880597
Elysium-Fenix,457,0.05158,0,Elysium,Fenix,5.16,low,0,0,0.06666666666666667
Elysium-Fenix,100,0.04606,0,Elysium,Fenix,4.61,very_low,0,0,0.06666666666666667
Caelum-Dawn,374,0.02334,0,Caelum,Dawn,2.33,very_low,0,0,0.06666666666666667
Boreas-Dawn,398,0.04974,0,Boreas,Dawn,4.97,very_low,0,0,0.0761904761904762
Boreas-Dawn,473,0.00012,0,Boreas,Dawn,0.01,very_low,0,0,0.0761904761904762
Caelum-Elysium,351,0.02805,0,Caelum,Elysium,2.8,very_low,0,0,0.08208955223880597
Caelum-Elysium,215,0.08041,0,Caelum,Elysium,8.04,low,0,0,0.08208955223880597
Aegis-Boreas,402,0.05869,0,Aegis,Boreas,5.87,low,0,0,0.115
Boreas-Fenix,487,0.08226,0,Boreas,Fenix,8.23,low,0,0,0.10353535353535354
Boreas-Dawn,244,0.0834330688935281,0,Boreas,Dawn,8.34,low,0,0,0.0761904761904762
Dawn-Elysium,459,0.04633,0,Dawn,Elysium,4.63,very_low,0,0,0.07637231503579953
Aegis-Elysium,466,0.02316,0,Aegis,Elysium,2.32,very_low,0,0,0.06801007556675064
Dawn-Fenix,132,0.02419,0,Dawn,Fenix,2.42,very_low,0,0,0.07512953367875648
Boreas-Elysium,297,0.16516,0,Boreas,Elysium,16.52,medium,0,0,0.08933002481389578
Boreas-Elysium,418,0.00527,0,Boreas,Elysium,0.53,very_low,0,0,0.08933002481389578
Dawn-Fenix,9,0.01248,0,Dawn,Fenix,1.25,very_low,0,0,0.07512953367875648
Aegis-Boreas,24,0.06931,0,Aegis,Boreas,6.93,low,0,0,0.115
Dawn-Elysium,109,0.06196,0,Dawn,Elysium,6.2,low,0,0,0.07637231503579953
Boreas-Dawn,147,0.32122,0,Boreas,Dawn,32.12,high,1,0,0.0761904761904762
Boreas-Dawn,148,0.07638,0,Boreas,Dawn,7.64,low,0,0,0.0761904761904762
Boreas-Elysium,383,0.17834,0,Boreas,Elysium,17.83,medium,0,0,0.08933002481389578
Dawn-Elysium,30,0.0834330688935281,0,Dawn,Elysium,8.34,low,0,0,0.07637231503579953
Boreas-Dawn,191,0.04964,1,Boreas,Dawn,4.96,very_low,0,1,0.0761904761904762
Caelum-Dawn,45,0.14888,0,Caelum,Dawn,14.89,medium,0,0,0.06666666666666667
Boreas-Fenix,193,0.04165,0,Boreas,Fenix,4.16,very_low,0,0,0.10353535353535354
Boreas-Fenix,272,0.02149,0,Boreas,Fenix,2.15,very_low,0,0,0.10353535353535354
Boreas-Fenix,62,0.13031,1,Boreas,Fenix,13.03,medium,0,1,0.10353535353535354
Caelum-Fenix,245,0.36252,1,Caelum,Fenix,36.25,very_high,1,1,0.07960199004975124
Aegis-Dawn,25,0.12162,0,Aegis,Dawn,12.16,medium,0,0,0.08607594936708861
Caelum-Fenix,401,0.01825,0,Caelum,Fenix,1.82,very_low,0,0,0.07960199004975124
Boreas-Elysium,298,0.01358,0,Boreas,Elysium,1.36,very_low,0,0,0.08933002481389578
Boreas-Dawn,80,0.12904,0,Boreas,Dawn,12.9,medium,0,0,0.0761904761904762
Caelum-Dawn,328,0.16926,0,Caelum,Dawn,16.93,medium,0,0,0.06666666666666667
Boreas-Fenix,21,0.00354,0,Boreas,Fenix,0.35,very_low,0,0,0.10353535353535354
Dawn-Fenix,269,0.25358,1,Dawn,Fenix,25.36,high,1,1,0.07512953367875648
Aegis-Dawn,195,0.18136,1,Aegis,Dawn,18.14,medium,0,1,0.08607594936708861
Dawn-Fenix,391,0.01776,1,Dawn,Fenix,1.78,very_low,0,1,0.07512953367875648
Caelum-Fenix,284,0.10556,0,Caelum,Fenix,10.56,medium,0,0,0.07960199004975124
Dawn-Fenix,296,0.19124,0,Dawn,Fenix,19.12,medium,0,0,0.07512953367875648
Aegis-Boreas,75,0.01134,0,Aegis,Boreas,1.13,very_low,0,0,0.115
Caelum-Elysium,295,0.1297,0,Caelum,Elysium,12.97,medium,0,0,0.08208955223880597
Aegis-Dawn,41,0.02838,0,Aegis,Dawn,2.84,very_low,0,0,0.08607594936708861
Aegis-Elysium,420,0.0834330688935281,0,Aegis,Elysium,8.34,low,0,0,0.06801007556675064
Caelum-Elysium,390,0.02525,0,Caelum,Elysium,2.53,very_low,0,0,0.08208955223880597
Caelum-Fenix,125,0.02756,1,Caelum,Fenix,2.76,very_low,0,1,0.07960199004975124
Boreas-Elysium,374,0.0238,0,Boreas,Elysium,2.38,very_low,0,0,0.08933002481389578
Elysium-Fenix,214,0.0039,0,Elysium,Fenix,0.39,very_low,0,0,0.06666666666666667
Boreas-Fenix,198,0.02295,0,Boreas,Fenix,2.3,very_low,0,0,0.10353535353535354
Boreas-Elysium,140,0.12102,0,Boreas,Elysium,12.1,medium,0,0,0.08933002481389578
Aegis-Elysium,357,0.11392,0,Aegis,Elysium,11.39,medium,0,0,0.06801007556675064
Aegis-Dawn,319,0.06833,0,Aegis,Dawn,6.83,low,0,0,0.08607594936708861
Dawn-Elysium,235,0.018,0,Dawn,Elysium,1.8,very_low,0,0,0.07637231503579953
Caelum-Fenix,37,0.02359,0,Caelum,Fenix,2.36,very_low,0,0,0.07960199004975124
Boreas-Fenix,214,0.24479,0,Boreas,Fenix,24.48,high,1,0,0.10353535353535354
Caelum-Fenix,98,0.04354,1,Caelum,Fenix,4.35,very_low,0,1,0.07960199004975124
Elysium-Fenix,123,0.12362,1,Elysium,Fenix,12.36,medium,0,1,0.06666666666666667
Boreas-Fenix,34,0.1505,1,Boreas,Fenix,15.05,medium,0,1,0.10353535353535354
Caelum-Dawn,452,0.03063,0,Caelum,Dawn,3.06,very_low,0,0,0.06666666666666667
Aegis-Dawn,104,0.00957,0,Aegis,Dawn,0.96,very_low,0,0,0.08607594936708861
Dawn-Fenix,93,0.07419,0,Dawn,Fenix,7.42,low,0,0,0.07512953367875648
Dawn-Elysium,125,0.03983,0,Dawn,Elysium,3.98,very_low,0,0,0.07637231503579953
Boreas-Elysium,200,0.01381,0,Boreas,Elysium,1.38,very_low,0,0,0.08933002481389578
Aegis-Dawn,34,0.03512,0,Aegis,Dawn,3.51,very_low,0,0,0.08607594936708861
Caelum-Elysium,9,0.14149,0,Caelum,Elysium,14.15,medium,0,0,0.08208955223880597
Aegis-Dawn,206,0.17318,1,Aegis,Dawn,17.32,medium,0,1,0.08607594936708861
Elysium-Fenix,50,0.12163,0,Elysium,Fenix,12.16,medium,0,0,0.06666666666666667
Boreas-Fenix,129,0.13318,0,Boreas,Fenix,13.32,medium,0,0,0.10353535353535354
Elysium-Fenix,201,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Boreas-Fenix,77,0.09791,0,Boreas,Fenix,9.79,low,0,0,0.10353535353535354
Caelum-Dawn,403,0.08375,0,Caelum,Dawn,8.38,low,0,0,0.06666666666666667
Caelum-Dawn,267,0.03265,0,Caelum,Dawn,3.26,very_low,0,0,0.06666666666666667
Aegis-Boreas,379,0.08423,1,Aegis,Boreas,8.42,low,0,1,0.115
Aegis-Dawn,90,0.00335,1,Aegis,Dawn,0.34,very_low,0,1,0.08607594936708861
Boreas-Fenix,59,0.0454,0,Boreas,Fenix,4.54,very_low,0,0,0.10353535353535354
Elysium-Fenix,213,0.08221,0,Elysium,Fenix,8.22,low,0,0,0.06666666666666667
Aegis-Dawn,307,0.03013,0,Aegis,Dawn,3.01,very_low,0,0,0.08607594936708861
Caelum-Dawn,37,0.34862,0,Caelum,Dawn,34.86,high,1,0,0.06666666666666667
Aegis-Boreas,26,0.02502,0,Aegis,Boreas,2.5,very_low,0,0,0.115
Caelum-Dawn,391,0.08005,1,Caelum,Dawn,8.0,low,0,1,0.06666666666666667
Aegis-Elysium,288,0.11805,0,Aegis,Elysium,11.8,medium,0,0,0.06801007556675064
Boreas-Fenix,293,0.01285,0,Boreas,Fenix,1.28,very_low,0,0,0.10353535353535354
Aegis-Boreas,30,0.00769,0,Aegis,Boreas,0.77,very_low,0,0,0.115
Caelum-Elysium,198,0.00597,0,Caelum,Elysium,0.6,very_low,0,0,0.08208955223880597
Aegis-Boreas,322,0.21976,0,Aegis,Boreas,21.98,high,1,0,0.115
Boreas-Elysium,72,0.04029,0,Boreas,Elysium,4.03,very_low,0,0,0.08933002481389578
Caelum-Elysium,239,0.08522,0,Caelum,Elysium,8.52,low,0,0,0.08208955223880597
Aegis-Dawn,355,0.04732,0,Aegis,Dawn,4.73,very_low,0,0,0.08607594936708861
Dawn-Fenix,377,0.04118,0,Dawn,Fenix,4.12,very_low,0,0,0.07512953367875648
Aegis-Elysium,331,0.26009,0,Aegis,Elysium,26.01,high,1,0,0.06801007556675064
Boreas-Fenix,376,0.03278,0,Boreas,Fenix,3.28,very_low,0,0,0.10353535353535354
Caelum-Elysium,240,0.13741,0,Caelum,Elysium,13.74,medium,0,0,0.08208955223880597
Boreas-Fenix,196,0.00744,0,Boreas,Fenix,0.74,very_low,0,0,0.10353535353535354
Dawn-Elysium,222,0.0693,1,Dawn,Elysium,6.93,low,0,1,0.07637231503579953
Aegis-Dawn,383,0.22443,0,Aegis,Dawn,22.44,high,1,0,0.08607594936708861
Boreas-Elysium,336,0.34211,0,Boreas,Elysium,34.21,high,1,0,0.08933002481389578
Boreas-Elysium,119,0.02228,0,Boreas,Elysium,2.23,very_low,0,0,0.08933002481389578
Dawn-Elysium,29,0.03465,0,Dawn,Elysium,3.46,very_low,0,0,0.07637231503579953
Aegis-Boreas,110,0.04984,0,Aegis,Boreas,4.98,very_low,0,0,0.115
Caelum-Elysium,276,0.14009,0,Caelum,Elysium,14.01,medium,0,0,0.08208955223880597
Dawn-Elysium,364,0.04839,0,Dawn,Elysium,4.84,very_low,0,0,0.07637231503579953
Caelum-Elysium,177,0.03195,1,Caelum,Elysium,3.2,very_low,0,1,0.08208955223880597
Aegis-Dawn,268,0.09892,0,Aegis,Dawn,9.89,low,0,0,0.08607594936708861
Caelum-Dawn,293,0.30946,0,Caelum,Dawn,30.95,high,1,0,0.06666666666666667
Caelum-Elysium,195,0.24106,1,Caelum,Elysium,24.11,high,1,1,0.08208955223880597
Boreas-Fenix,444,0.05218,0,Boreas,Fenix,5.22,low,0,0,0.10353535353535354
Aegis-Boreas,397,0.02808,0,Aegis,Boreas,2.81,very_low,0,0,0.115
Boreas-Elysium,59,0.01067,0,Boreas,Elysium,1.07,very_low,0,0,0.08933002481389578
Dawn-Fenix,266,0.0834330688935281,0,Dawn,Fenix,8.34,low,0,0,0.07512953367875648
Boreas-Elysium,167,0.28452,0,Boreas,Elysium,28.45,high,1,0,0.08933002481389578
Caelum-Fenix,13,0.19504,0,Caelum,Fenix,19.5,medium,0,0,0.07960199004975124
Boreas-Fenix,38,0.02779,0,Boreas,Fenix,2.78,very_low,0,0,0.10353535353535354
Aegis-Elysium,15,0.15022,0,Aegis,Elysium,15.02,medium,0,0,0.06801007556675064
Boreas-Fenix,172,0.08707,0,Boreas,Fenix,8.71,low,0,0,0.10353535353535354
Aegis-Dawn,154,0.07679,0,Aegis,Dawn,7.68,low,0,0,0.08607594936708861
Caelum-Fenix,356,0.06664,0,Caelum,Fenix,6.66,low,0,0,0.07960199004975124
Dawn-Elysium,147,0.01425,0,Dawn,Elysium,1.42,very_low,0,0,0.07637231503579953
Boreas-Fenix,211,0.24757,0,Boreas,Fenix,24.76,high,1,0,0.10353535353535354
Dawn-Fenix,146,0.03183,0,Dawn,Fenix,3.18,very_low,0,0,0.07512953367875648
Caelum-Fenix,194,0.18067,0,Caelum,Fenix,18.07,medium,0,0,0.07960199004975124
Dawn-Elysium,224,0.04874,0,Dawn,Elysium,4.87,very_low,0,0,0.07637231503579953
Caelum-Dawn,426,0.16767,0,Caelum,Dawn,16.77,medium,0,0,0.06666666666666667
Aegis-Dawn,126,0.00487,0,Aegis,Dawn,0.49,very_low,0,0,0.08607594936708861
Dawn-Elysium,395,0.09212,0,Dawn,Elysium,9.21,low,0,0,0.07637231503579953
Aegis-Elysium,428,0.11072,0,Aegis,Elysium,11.07,medium,0,0,0.06801007556675064
Dawn-Elysium,269,0.09374,1,Dawn,Elysium,9.37,low,0,1,0.07637231503579953
Boreas-Dawn,255,0.2184,0,Boreas,Dawn,21.84,high,1,0,0.0761904761904762
Dawn-Fenix,482,0.00543,0,Dawn,Fenix,0.54,very_low,0,0,0.07512953367875648
Elysium-Fenix,3,0.11585,0,Elysium,Fenix,11.58,medium,0,0,0.06666666666666667
Boreas-Fenix,206,0.007,1,Boreas,Fenix,0.7,very_low,0,1,0.10353535353535354
Aegis-Boreas,93,0.00034,0,Aegis,Boreas,0.03,very_low,0,0,0.115
Caelum-Elysium,174,0.20921,0,Caelum,Elysium,20.92,high,1,0,0.08208955223880597
Boreas-Elysium,8,0.22891,1,Boreas,Elysium,22.89,high,1,1,0.08933002481389578
Elysium-Fenix,251,0.02097,0,Elysium,Fenix,2.1,very_low,0,0,0.06666666666666667
Boreas-Elysium,223,0.00395,0,Boreas,Elysium,0.4,very_low,0,0,0.08933002481389578
Boreas-Elysium,7,0.18208,0,Boreas,Elysium,18.21,medium,0,0,0.08933002481389578
Caelum-Elysium,178,0.18215,0,Caelum,Elysium,18.22,medium,0,0,0.08208955223880597
Aegis-Dawn,291,0.00084,0,Aegis,Dawn,0.08,very_low,0,0,0.08607594936708861
Aegis-Boreas,46,0.11109,0,Aegis,Boreas,11.11,medium,0,0,0.115
Dawn-Elysium,237,0.00873,0,Dawn,Elysium,0.87,very_low,0,0,0.07637231503579953
Boreas-Fenix,341,0.00992,0,Boreas,Fenix,0.99,very_low,0,0,0.10353535353535354
Elysium-Fenix,19,0.0135,0,Elysium,Fenix,1.35,very_low,0,0,0.06666666666666667
Boreas-Fenix,220,0.04692,0,Boreas,Fenix,4.69,very_low,0,0,0.10353535353535354
Caelum-Elysium,394,0.01151,0,Caelum,Elysium,1.15,very_low,0,0,0.08208955223880597
Boreas-Elysium,296,0.02322,0,Boreas,Elysium,2.32,very_low,0,0,0.08933002481389578
Dawn-Fenix,73,0.02246,0,Dawn,Fenix,2.25,very_low,0,0,0.07512953367875648
Caelum-Fenix,156,0.04487,0,Caelum,Fenix,4.49,very_low,0,0,0.07960199004975124
Boreas-Elysium,126,0.0834330688935281,0,Boreas,Elysium,8.34,low,0,0,0.08933002481389578
Caelum-Dawn,48,0.03532,0,Caelum,Dawn,3.53,very_low,0,0,0.06666666666666667
Boreas-Elysium,476,0.02391,0,Boreas,Elysium,2.39,very_low,0,0,0.08933002481389578
Caelum-Elysium,218,0.00696,0,Caelum,Elysium,0.7,very_low,0,0,0.08208955223880597
Aegis-Dawn,75,0.00422,0,Aegis,Dawn,0.42,very_low,0,0,0.08607594936708861
Dawn-Fenix,270,0.00817,0,Dawn,Fenix,0.82,very_low,0,0,0.07512953367875648
Caelum-Elysium,330,0.0257,0,Caelum,Elysium,2.57,very_low,0,0,0.08208955223880597
Caelum-Dawn,461,0.08405,0,Caelum,Dawn,8.4,low,0,0,0.06666666666666667
Aegis-Boreas,498,0.01826,1,Aegis,Boreas,1.83,very_low,0,1,0.115
Aegis-Dawn,14,0.07227,0,Aegis,Dawn,7.23,low,0,0,0.08607594936708861
Elysium-Fenix,31,0.03594,0,Elysium,Fenix,3.59,very_low,0,0,0.06666666666666667
Caelum-Elysium,28,0.01903,0,Caelum,Elysium,1.9,very_low,0,0,0.08208955223880597
Caelum-Elysium,150,0.10058,0,Caelum,Elysium,10.06,medium,0,0,0.08208955223880597
Boreas-Dawn,5,0.0834330688935281,0,Boreas,Dawn,8.34,low,0,0,0.0761904761904762
Boreas-Fenix,396,0.02942,0,Boreas,Fenix,2.94,very_low,0,0,0.10353535353535354
Boreas-Fenix,323,0.02241,0,Boreas,Fenix,2.24,very_low,0,0,0.10353535353535354
Aegis-Boreas,119,0.00428,0,Aegis,Boreas,0.43,very_low,0,0,0.115
Aegis-Elysium,458,0.03586,0,Aegis,Elysium,3.59,very_low,0,0,0.06801007556675064
Caelum-Fenix,336,0.01699,0,Caelum,Fenix,1.7,very_low,0,0,0.07960199004975124
Boreas-Fenix,179,0.07787,0,Boreas,Fenix,7.79,low,0,0,0.10353535353535354
Caelum-Fenix,274,0.12973,0,Caelum,Fenix,12.97,medium,0,0,0.07960199004975124
Aegis-Boreas,448,0.30619,0,Aegis,Boreas,30.62,high,1,0,0.115
Boreas-Elysium,271,0.09375,0,Boreas,Elysium,9.38,low,0,0,0.08933002481389578
Boreas-Fenix,355,0.02877,0,Boreas,Fenix,2.88,very_low,0,0,0.10353535353535354
Aegis-Boreas,328,0.06113,0,Aegis,Boreas,6.11,low,0,0,0.115
Caelum-Dawn,136,0.09179,0,Caelum,Dawn,9.18,low,0,0,0.06666666666666667
Aegis-Dawn,162,0.10185,0,Aegis,Dawn,10.18,medium,0,0,0.08607594936708861
Boreas-Elysium,338,0.08158,0,Boreas,Elysium,8.16,low,0,0,0.08933002481389578
Boreas-Fenix,109,0.00214,0,Boreas,Fenix,0.21,very_low,0,0,0.10353535353535354
Boreas-Dawn,40,0.01027,0,Boreas,Dawn,1.03,very_low,0,0,0.0761904761904762
Dawn-Fenix,472,0.26333,0,Dawn,Fenix,26.33,high,1,0,0.07512953367875648
Dawn-Elysium,234,0.11494,0,Dawn,Elysium,11.49,medium,0,0,0.07637231503579953
Elysium-Fenix,25,0.09259,0,Elysium,Fenix,9.26,low,0,0,0.06666666666666667
Aegis-Dawn,13,0.06016,0,Aegis,Dawn,6.02,low,0,0,0.08607594936708861
Aegis-Dawn,130,0.06433,0,Aegis,Dawn,6.43,low,0,0,0.08607594936708861
Boreas-Fenix,415,0.02447,0,Boreas,Fenix,2.45,very_low,0,0,0.10353535353535354
Aegis-Dawn,339,0.1063,0,Aegis,Dawn,10.63,medium,0,0,0.08607594936708861
Caelum-Elysium,90,0.07422,0,Caelum,Elysium,7.42,low,0,0,0.08208955223880597
Caelum-Dawn,197,0.19636,0,Caelum,Dawn,19.64,medium,0,0,0.06666666666666667
Aegis-Dawn,406,0.12674,1,Aegis,Dawn,12.67,medium,0,1,0.08607594936708861
Caelum-Fenix,483,0.12217,0,Caelum,Fenix,12.22,medium,0,0,0.07960199004975124
Aegis-Elysium,326,0.03291,0,Aegis,Elysium,3.29,very_low,0,0,0.06801007556675064
Boreas-Dawn,386,0.16427,0,Boreas,Dawn,16.43,medium,0,0,0.0761904761904762
Aegis-Boreas,386,0.02353,0,Aegis,Boreas,2.35,very_low,0,0,0.115
Aegis-Boreas,189,0.13263,0,Aegis,Boreas,13.26,medium,0,0,0.115
Aegis-Dawn,344,0.03273,0,Aegis,Dawn,3.27,very_low,0,0,0.08607594936708861
Aegis-Boreas,235,0.04372,0,Aegis,Boreas,4.37,very_low,0,0,0.115
Aegis-Boreas,355,0.02238,0,Aegis,Boreas,2.24,very_low,0,0,0.115
Dawn-Elysium,4,0.10481,0,Dawn,Elysium,10.48,medium,0,0,0.07637231503579953
Caelum-Dawn,423,0.09035,1,Caelum,Dawn,9.04,low,0,1,0.06666666666666667
Aegis-Elysium,435,0.0824,0,Aegis,Elysium,8.24,low,0,0,0.06801007556675064
Aegis-Elysium,138,0.03008,0,Aegis,Elysium,3.01,very_low,0,0,0.06801007556675064
Caelum-Elysium,359,0.06353,0,Caelum,Elysium,6.35,low,0,0,0.08208955223880597
Aegis-Dawn,249,0.00479,0,Aegis,Dawn,0.48,very_low,0,0,0.08607594936708861
Dawn-Fenix,314,0.11209,0,Dawn,Fenix,11.21,medium,0,0,0.07512953367875648
Boreas-Dawn,387,0.03526,0,Boreas,Dawn,3.53,very_low,0,0,0.0761904761904762
Caelum-Fenix,212,0.0834330688935281,1,Caelum,Fenix,8.34,low,0,1,0.07960199004975124
Aegis-Elysium,13,0.02653,0,Aegis,Elysium,2.65,very_low,0,0,0.06801007556675064
Boreas-Dawn,291,0.02089,0,Boreas,Dawn,2.09,very_low,0,0,0.0761904761904762
Boreas-Fenix,107,0.05362,0,Boreas,Fenix,5.36,low,0,0,0.10353535353535354
Dawn-Elysium,335,0.01045,0,Dawn,Elysium,1.04,very_low,0,0,0.07637231503579953
Aegis-Dawn,239,0.15876,0,Aegis,Dawn,15.88,medium,0,0,0.08607594936708861
Aegis-Dawn,62,0.03455,0,Aegis,Dawn,3.45,very_low,0,0,0.08607594936708861
Aegis-Dawn,401,0.02406,0,Aegis,Dawn,2.41,very_low,0,0,0.08607594936708861
Aegis-Elysium,314,0.0834330688935281,0,Aegis,Elysium,8.34,low,0,0,0.06801007556675064
Aegis-Dawn,174,0.01931,0,Aegis,Dawn,1.93,very_low,0,0,0.08607594936708861
Aegis-Boreas,366,0.00809,0,Aegis,Boreas,0.81,very_low,0,0,0.115
Boreas-Elysium,100,0.0403,1,Boreas,Elysium,4.03,very_low,0,1,0.08933002481389578
Boreas-Fenix,173,0.0063,0,Boreas,Fenix,0.63,very_low,0,0,0.10353535353535354
Boreas-Fenix,178,0.01488,1,Boreas,Fenix,1.49,very_low,0,1,0.10353535353535354
Aegis-Dawn,15,0.06014,0,Aegis,Dawn,6.01,low,0,0,0.08607594936708861
Caelum-Fenix,143,0.28848,0,Caelum,Fenix,28.85,high,1,0,0.07960199004975124
Aegis-Elysium,446,0.08686,0,Aegis,Elysium,8.69,low,0,0,0.06801007556675064
Aegis-Elysium,59,0.08862,0,Aegis,Elysium,8.86,low,0,0,0.06801007556675064
Boreas-Dawn,136,0.08848,0,Boreas,Dawn,8.85,low,0,0,0.0761904761904762
Aegis-Elysium,298,0.10123,0,Aegis,Elysium,10.12,medium,0,0,0.06801007556675064
Caelum-Elysium,231,0.22046,0,Caelum,Elysium,22.05,high,1,0,0.08208955223880597
Elysium-Fenix,149,0.04948,0,Elysium,Fenix,4.95,very_low,0,0,0.06666666666666667
Boreas-Elysium,318,0.04881,0,Boreas,Elysium,4.88,very_low,0,0,0.08933002481389578
Caelum-Elysium,68,0.14559,0,Caelum,Elysium,14.56,medium,0,0,0.08208955223880597
Aegis-Dawn,102,0.1731,1,Aegis,Dawn,17.31,medium,0,1,0.08607594936708861
Elysium-Fenix,183,0.05053,1,Elysium,Fenix,5.05,low,0,1,0.06666666666666667
Boreas-Fenix,498,0.04784,0,Boreas,Fenix,4.78,very_low,0,0,0.10353535353535354
Caelum-Fenix,214,0.21288,0,Caelum,Fenix,21.29,high,1,0,0.07960199004975124
