link_id,tick,self_reported_latency_ms,measured_latency_ms,planet_a,planet_b,latency_difference,absolute_difference,latency_ratio,percentage_error,trust_score,hist_mean_trust,hist_std_trust,hist_mean_latency_diff
Caelum-Fenix,467,148381.552,148268.788,Caelum,Fenix,-112.76399999999558,112.76399999999558,0.9992400402982711,0.08,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,320,80201.652,76526.627,Dawn,Fenix,-3675.0250000000087,3675.0250000000087,0.9541776895069443,4.8,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Elysium-Fenix,60,182606.683,190164.821,Elysium,Fenix,7558.138000000006,7558.138000000006,1.0413902595229771,3.97,0.9618,0.9777570719602977,0.055399164086247815,4312.254361379141
Elysium-Fenix,144,285078.38,292231.863,Elysium,Fenix,7153.483000000007,7153.483000000007,1.025093039324834,2.45,0.9761,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,299,168145.733,166439.537,Aegis,Dawn,-1706.1959999999963,1706.1959999999963,0.9898528736378936,1.03,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,266,181051.24749094708,106399.072,Boreas,Dawn,-74652.17549094708,74652.17549094708,0.5876737855966453,70.16,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,363,318225.478,324785.47,Dawn,Fenix,6559.991999999969,6559.991999999969,1.0206142890922139,2.02,0.9802,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Dawn,25,124511.772,124116.834,Caelum,Dawn,-394.93799999999464,394.93799999999464,0.9968281071447607,0.32,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,453,99050.137,97631.359,Boreas,Elysium,-1418.7780000000057,1418.7780000000057,0.9856761631738076,1.45,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,73,117122.748,121596.78,Caelum,Fenix,4474.031999999992,4474.031999999992,1.0381995135564954,3.68,0.9645,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,239,127872.808,131099.458,Dawn,Elysium,3226.6500000000087,3226.6500000000087,1.0252332771170554,2.46,0.976,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,355,472306.919,455475.322,Dawn,Elysium,-16831.59700000001,16831.59700000001,0.9643630098927262,3.7,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Elysium,204,440111.736,443464.047,Caelum,Elysium,3352.311000000045,3352.311000000045,1.0076169543454303,0.76,0.9925,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,110,282625.541,272125.076,Elysium,Fenix,-10500.465000000026,10500.465000000026,0.9628467230426283,3.86,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Boreas,363,61538.401,61635.595,Aegis,Boreas,97.19400000000314,97.19400000000314,1.0015794040537387,0.16,0.9984,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Elysium,271,100602.85,163063.538,Aegis,Elysium,62460.687999999995,62460.687999999995,1.6208640013677544,38.3,0.723,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Elysium,3,123744.429,121902.418,Boreas,Elysium,-1842.0109999999986,1842.0109999999986,0.9851143925032779,1.51,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,394,93186.545,91815.379,Dawn,Fenix,-1371.1659999999974,1371.1659999999974,0.985285794209883,1.49,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,245,142625.517,137601.294,Caelum,Fenix,-5024.222999999998,5024.222999999998,0.9647733231354386,3.65,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,123,166879.845,174162.778,Elysium,Fenix,7282.93299999999,7282.93299999999,1.0436417771121491,4.18,0.9599,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Elysium,457,115177.86,116988.852,Dawn,Elysium,1810.9919999999984,1810.9919999999984,1.0157234385150062,1.55,0.9848,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,347,211798.067,210132.751,Aegis,Boreas,-1665.3160000000207,1665.3160000000207,0.9921372464650491,0.79,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,350,182526.607,186073.294,Caelum,Dawn,3546.6870000000054,3546.6870000000054,1.019431068479786,1.91,0.9813,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,395,199014.836,194069.97,Elysium,Fenix,-4944.866000000009,4944.866000000009,0.9751532795273614,2.55,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Elysium,113,433718.831,432317.061,Caelum,Elysium,-1401.7700000000186,1401.7700000000186,0.996768021354369,0.32,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,218,941742.853,985989.976,Elysium,Fenix,44247.12300000002,44247.12300000002,1.0469842939174394,4.49,0.9571,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Fenix,62,131902.762,132553.316,Boreas,Fenix,650.5540000000037,650.5540000000037,1.0049320726127025,0.49,0.9951,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Dawn,27,125857.099,125546.967,Caelum,Dawn,-310.1319999999978,310.1319999999978,0.9975358402309908,0.25,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Fenix,180,158555.111,155556.462,Caelum,Fenix,-2998.649000000005,2998.649000000005,0.9810876547524223,1.93,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,498,79418.602,76243.71,Dawn,Fenix,-3174.8919999999925,3174.8919999999925,0.9600233204810128,4.16,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,423,294709.059,299731.035,Aegis,Elysium,5021.975999999966,5021.975999999966,1.0170404534459865,1.68,0.9835,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Dawn,156,169903.678,170701.266,Aegis,Dawn,797.5879999999888,797.5879999999888,1.0046943539385886,0.47,0.9953,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Dawn,83,181051.24749094708,163413.456,Caelum,Dawn,-17637.79149094707,17637.79149094707,0.9025812208677049,10.79,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,24,172930.708,167501.169,Elysium,Fenix,-5429.539000000019,5429.539000000019,0.9686028059284877,3.24,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,102,242245.029,237072.322,Boreas,Elysium,-5172.707000000024,5172.707000000024,0.978646798155763,2.18,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Dawn,132,145715.003,143531.597,Aegis,Dawn,-2183.405999999988,2183.405999999988,0.9850159149363639,1.52,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Elysium,360,263331.189,255846.633,Dawn,Elysium,-7484.556000000011,7484.556000000011,0.9715774039967593,2.93,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Elysium,493,100568.642,99037.994,Boreas,Elysium,-1530.648000000001,1530.648000000001,0.9847800669317976,1.55,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Fenix,165,82346.912,156537.556,Boreas,Fenix,74190.64400000001,74190.64400000001,1.9009523514372952,47.39,0.6785,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,338,125773.442,120362.435,Caelum,Fenix,-5411.006999999998,5411.006999999998,0.9569781432871973,4.5,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,168,173009.957,168353.842,Elysium,Fenix,-4656.114999999991,4656.114999999991,0.9730875894038862,2.77,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Fenix,403,110163.243,113992.997,Caelum,Fenix,3829.754000000001,3829.754000000001,1.0347643542047869,3.36,0.9675,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,40,202139.516,198980.352,Elysium,Fenix,-3159.1639999999898,3159.1639999999898,0.9843713685353833,1.59,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,334,223390.1,222935.718,Boreas,Elysium,-454.38200000001234,454.38200000001234,0.9979659707390792,0.2,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Elysium,48,317275.769,317053.934,Caelum,Elysium,-221.83499999996275,221.83499999996275,0.9993008132934351,0.07,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,93,296289.734,287632.271,Dawn,Elysium,-8657.462999999989,8657.462999999989,0.9707804152269414,3.01,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Fenix,0,87710.995,139913.191,Boreas,Fenix,52202.195999999996,52202.195999999996,1.595161370589856,37.31,0.7283,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,119,156037.713,153335.261,Caelum,Elysium,-2702.45199999999,2702.45199999999,0.9826807766658309,1.76,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Elysium,465,311115.301,317839.036,Aegis,Elysium,6723.735000000044,6723.735000000044,1.0216117143013808,2.12,0.9793,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Elysium,440,251778.469,255386.217,Caelum,Elysium,3607.7479999999923,3607.7479999999923,1.0143290568662564,1.41,0.9861,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,13,181051.24749094708,196416.562,Caelum,Fenix,15365.314509052929,15365.314509052929,1.0848672114773539,7.82,0.9274,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,405,75175.053,74077.509,Dawn,Fenix,-1097.5439999999944,1097.5439999999944,0.9854001566184464,1.48,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Boreas,115,72544.352,69189.076,Aegis,Boreas,-3355.275999999998,3355.275999999998,0.9537486253926426,4.85,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,321,91427.161,94478.318,Boreas,Dawn,3051.1570000000065,3051.1570000000065,1.0333725445111437,3.23,0.9687,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Elysium,494,128408.972,371780.519,Aegis,Elysium,243371.54699999996,243371.54699999996,2.8952845989608886,65.46,0.6044,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Elysium,401,158343.774,158323.074,Boreas,Elysium,-20.70000000001164,20.70000000001164,0.9998692717782512,0.01,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Elysium,374,145944.664,150969.853,Caelum,Elysium,5025.189000000013,5025.189000000013,1.0344321529973854,3.33,0.9678,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Elysium,232,161559.363,241021.016,Aegis,Elysium,79461.65299999999,79461.65299999999,1.4918418315377981,32.97,0.7521,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,161,273141.755,277829.999,Boreas,Fenix,4688.244000000006,4688.244000000006,1.0171641424797904,1.69,0.9834,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Fenix,317,83819.789,147273.621,Boreas,Fenix,63453.83200000001,63453.83200000001,1.7570268639068038,43.09,0.6989,0.8068014354066986,0.13514659878591953,61601.108196475456
Elysium-Fenix,200,327651.555,340848.202,Elysium,Fenix,13196.646999999997,13196.646999999997,1.0402764668704227,3.87,0.9627,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Fenix,478,75787.11,74642.244,Dawn,Fenix,-1144.8659999999945,1144.8659999999945,0.9848936580376267,1.53,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,153,131036.057,188662.454,Aegis,Elysium,57626.397,57626.397,1.4397751147228124,30.54,0.766,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Elysium,409,214750.577,208297.682,Caelum,Elysium,-6452.8949999999895,6452.8949999999895,0.9699516756129601,3.1,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,260,386950.703,390849.097,Dawn,Elysium,3898.3940000000293,3898.3940000000293,1.010074652842794,1.0,0.9901,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,326,106861.093,103673.204,Dawn,Fenix,-3187.8889999999956,3187.8889999999956,0.9701679169611339,3.07,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Boreas,57,67385.415,66657.744,Aegis,Boreas,-727.6709999999875,727.6709999999875,0.9892013575934794,1.09,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Elysium-Fenix,82,227899.025,238076.049,Elysium,Fenix,10177.024000000005,10177.024000000005,1.0446558470357652,4.27,0.959,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Elysium,383,136629.776,132343.944,Caelum,Elysium,-4285.832000000024,4285.832000000024,0.9686317863830793,3.24,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Dawn,61,121772.955,117995.84,Caelum,Dawn,-3777.1150000000052,3777.1150000000052,0.9689823163115323,3.2,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Fenix,179,83373.451,80225.993,Dawn,Fenix,-3147.4579999999987,3147.4579999999987,0.9622486779394558,3.92,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Elysium-Fenix,434,250990.994,247615.59,Elysium,Fenix,-3375.4040000000095,3375.4040000000095,0.9865516927671117,1.36,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Dawn,235,65235.132,68443.684,Boreas,Dawn,3208.551999999996,3208.551999999996,1.0491844179912135,4.69,0.9552,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,401,73221.725,75609.407,Dawn,Fenix,2387.6820000000007,2387.6820000000007,1.0326089285659414,3.16,0.9694,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Fenix,323,148943.921,150302.356,Boreas,Fenix,1358.4349999999977,1358.4349999999977,1.0091204460771515,0.9,0.991,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Elysium,196,105261.262,101648.772,Boreas,Elysium,-3612.4900000000052,3612.4900000000052,0.9656807268755717,3.55,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Boreas,159,63137.834,61118.04,Aegis,Boreas,-2019.7940000000017,2019.7940000000017,0.9680097673290471,3.3,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,100,125576.074,124296.959,Caelum,Fenix,-1279.1149999999907,1279.1149999999907,0.9898140230120589,1.03,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,475,310201.971,318716.026,Boreas,Elysium,8514.054999999993,8514.054999999993,1.0274468114195185,2.67,0.974,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Fenix,64,103151.669,169666.604,Boreas,Fenix,66514.935,66514.935,1.6448265514734426,39.2,0.7184,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,294,142603.12,147288.839,Caelum,Fenix,4685.719000000012,4685.719000000012,1.032858460600301,3.18,0.9692,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,49,185941.829,182135.573,Dawn,Fenix,-3806.255999999994,3806.255999999994,0.9795298560820331,2.09,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,139,200327.561,206866.386,Caelum,Fenix,6538.825000000012,6538.825000000012,1.0326406659540972,3.16,0.9694,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,108,249936.926,327000.814,Boreas,Fenix,77063.888,77063.888,1.3083333432691735,23.57,0.8093,0.8068014354066986,0.13514659878591953,61601.108196475456
Elysium-Fenix,355,188379.231,188054.336,Elysium,Fenix,-324.8949999999895,324.8949999999895,0.9982753141188904,0.17,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,207,190144.227,198444.335,Aegis,Dawn,8300.107999999978,8300.107999999978,1.0436516434443206,4.18,0.9599,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Dawn,46,184915.674,186402.537,Caelum,Dawn,1486.863000000012,1486.863000000012,1.0080407624071932,0.8,0.9921,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,54,162828.388,158922.656,Elysium,Fenix,-3905.732000000018,3905.732000000018,0.9760131998604566,2.46,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,93,676690.015,670821.371,Aegis,Elysium,-5868.643999999971,5868.643999999971,0.9913274263401094,0.87,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Elysium,74,279621.364,267038.107,Dawn,Elysium,-12583.256999999983,12583.256999999983,0.9549989427846437,4.71,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Elysium,376,126386.981,203684.464,Aegis,Elysium,77297.48300000001,77297.48300000001,1.6115937131214488,37.95,0.7249,0.7958968831168831,0.13151929136319288,77214.95699135585
Elysium-Fenix,397,283628.926,281466.428,Elysium,Fenix,-2162.497999999963,2162.497999999963,0.9923756084032136,0.77,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Boreas,72,66338.542,65830.036,Aegis,Boreas,-508.5060000000085,508.5060000000085,0.9923346823027854,0.77,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,422,76166.421,79924.621,Boreas,Dawn,3758.199999999997,3758.199999999997,1.0493419534574167,4.7,0.9551,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,438,438739.153,442919.755,Caelum,Fenix,4180.6020000000135,4180.6020000000135,1.009528673179528,0.94,0.9906,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,305,109906.035,115279.534,Caelum,Fenix,5373.498999999996,5373.498999999996,1.048891755580119,4.66,0.9555,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,264,76889.548,74932.179,Boreas,Dawn,-1957.3689999999915,1957.3689999999915,0.9745431069512857,2.61,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Dawn,243,233477.669,241567.194,Aegis,Dawn,8089.524999999994,8089.524999999994,1.0346479602723804,3.35,0.9676,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,74,109279.392,112199.954,Caelum,Fenix,2920.561999999991,2920.561999999991,1.0267256428366658,2.6,0.9746,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Elysium,5,180755.652,317062.244,Aegis,Elysium,136306.592,136306.592,1.7540931112903735,42.99,0.6993,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,168,85947.759,130194.329,Boreas,Fenix,44246.56999999999,44246.56999999999,1.5148077217464155,33.99,0.7464,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Elysium,190,108087.091,201956.238,Aegis,Elysium,93869.14700000001,93869.14700000001,1.8684584452365363,46.48,0.6827,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,316,174802.311,174692.541,Caelum,Fenix,-109.76999999998952,109.76999999998952,0.9993720334738596,0.06,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,101,213703.586,371055.391,Boreas,Fenix,157351.805,157351.805,1.7363086785076223,42.41,0.7022,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Elysium,125,362644.23,582764.392,Aegis,Elysium,220120.162,220120.162,1.6069865278154296,37.77,0.7258,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Elysium,241,107506.601,172291.893,Aegis,Elysium,64785.292000000016,64785.292000000016,1.602616875590737,37.6,0.7267,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,37,1337752.536,1373164.586,Caelum,Fenix,35412.049999999814,35412.049999999814,1.0264713009671318,2.58,0.9749,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,372,74570.042,71913.125,Dawn,Fenix,-2656.9170000000013,2656.9170000000013,0.9643701823313979,3.69,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Elysium,444,117670.742,117651.215,Dawn,Elysium,-19.527000000001863,19.527000000001863,0.9998340539061104,0.02,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Elysium-Fenix,151,155612.606,159419.254,Elysium,Fenix,3806.6479999999865,3806.6479999999865,1.0244623369394636,2.39,0.9767,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Dawn,351,212583.622,214263.64,Caelum,Dawn,1680.018000000011,1680.018000000011,1.0079028571636623,0.78,0.9922,0.9804744471744471,0.05446466415035868,-6484.057433327288
Aegis-Dawn,498,134409.866,138761.12,Aegis,Dawn,4351.253999999986,4351.253999999986,1.0323730253551475,3.14,0.9696,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,461,330415.672,346790.88,Caelum,Fenix,16375.207999999984,16375.207999999984,1.0495594167821434,4.72,0.9549,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Elysium,324,141635.678,144722.111,Caelum,Elysium,3086.43299999999,3086.43299999999,1.021791352599731,2.13,0.9791,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,31,162995.853,159941.85,Caelum,Fenix,-3054.002999999997,3054.002999999997,0.9812633085824582,1.91,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,184,138479.76,139162.724,Boreas,Fenix,682.9639999999781,682.9639999999781,1.0049318687438509,0.49,0.9951,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Fenix,194,89478.663,91533.097,Dawn,Fenix,2054.433999999994,2054.433999999994,1.0229600435580937,2.24,0.978,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,77,113066.459,116311.225,Boreas,Dawn,3244.7660000000033,3244.7660000000033,1.028697865208638,2.79,0.9729,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,406,206804.413,214802.359,Caelum,Elysium,7997.945999999996,7997.945999999996,1.0386739619526397,3.72,0.9641,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Elysium,229,143376.638,144151.102,Caelum,Elysium,774.4640000000072,774.4640000000072,1.005401605246177,0.54,0.9947,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Elysium,168,243748.585,245163.994,Caelum,Elysium,1415.4090000000142,1415.4090000000142,1.005806839863296,0.58,0.9943,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,242,246288.758,248651.598,Elysium,Fenix,2362.8399999999965,2362.8399999999965,1.0095937793474115,0.95,0.9906,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Dawn,326,71399.409,74608.287,Boreas,Dawn,3208.877999999997,3208.877999999997,1.0449426409117755,4.3,0.9588,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Elysium,343,181051.24749094708,193227.569,Aegis,Elysium,12176.321509052912,12176.321509052912,1.0672534526980366,6.3,0.9407,0.7958968831168831,0.13151929136319288,77214.95699135585
Elysium-Fenix,483,475243.004,487033.611,Elysium,Fenix,11790.60699999996,11790.60699999996,1.0248096382287828,2.42,0.9764,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Fenix,146,73495.714,73879.357,Dawn,Fenix,383.6429999999964,383.6429999999964,1.0052199370428594,0.52,0.9948,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Elysium,451,533853.913,555293.925,Dawn,Elysium,21440.012000000104,21440.012000000104,1.0401608220487093,3.86,0.9628,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,440,74983.821,76463.904,Aegis,Boreas,1480.0829999999987,1480.0829999999987,1.0197386980319394,1.94,0.981,0.9849621693121693,0.03408513950102227,-4121.568080328588
Elysium-Fenix,440,382321.308,368233.242,Elysium,Fenix,-14088.065999999992,14088.065999999992,0.9631512403174767,3.83,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,100,240868.394,237475.676,Aegis,Elysium,-3392.7179999999935,3392.7179999999935,0.9859146401748334,1.43,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,137,164456.981,246123.006,Boreas,Fenix,81666.025,81666.025,1.4965798624261502,33.18,0.7509,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,217,828934.421,799893.267,Caelum,Fenix,-29041.15399999998,29041.15399999998,0.9649656797156937,3.63,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,149,165627.098,158602.932,Aegis,Dawn,-7024.165999999997,7024.165999999997,0.957590478340688,4.43,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,46,262600.445,273391.726,Boreas,Dawn,10791.281000000017,10791.281000000017,1.0410939174151057,3.95,0.962,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,231,115873.12,112891.356,Caelum,Dawn,-2981.7639999999956,2981.7639999999956,0.9742669913436353,2.64,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Fenix,490,178018.356,175268.56,Caelum,Fenix,-2749.796000000002,2749.796000000002,0.9845533007843303,1.57,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,56,97185.205,102049.232,Dawn,Elysium,4864.027000000002,4864.027000000002,1.050049048103567,4.77,0.9545,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,73,133584.955,139954.869,Dawn,Elysium,6369.914000000019,6369.914000000019,1.0476843668510427,4.55,0.9565,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Fenix,145,114791.995,116710.598,Caelum,Fenix,1918.6030000000028,1918.6030000000028,1.0167137351345799,1.64,0.9838,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,352,85599.273,176145.566,Boreas,Fenix,90546.29299999999,90546.29299999999,2.057792780553171,51.4,0.6605,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,3,140249.046,138393.038,Caelum,Elysium,-1856.0080000000016,1856.0080000000016,0.9867663413553629,1.34,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Fenix,384,149260.779,155846.614,Dawn,Fenix,6585.834999999992,6585.834999999992,1.0441230110423045,4.23,0.9595,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Elysium,190,308394.138,294015.854,Dawn,Elysium,-14378.283999999985,14378.283999999985,0.9533769218401941,4.89,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,130,136783.349,133547.032,Aegis,Dawn,-3236.316999999981,3236.316999999981,0.9763398321238649,2.42,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Dawn,172,290279.056,298897.316,Aegis,Dawn,8618.26000000001,8618.26000000001,1.0296895687851486,2.88,0.972,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,249,216313.058,215124.774,Aegis,Elysium,-1188.283999999985,1188.283999999985,0.9945066469357574,0.55,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,87,150291.48,151726.322,Caelum,Fenix,1434.841999999975,1434.841999999975,1.0095470614834585,0.95,0.9906,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,482,141094.59,145883.361,Aegis,Boreas,4788.771000000008,4788.771000000008,1.0339401461104922,3.28,0.9682,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,84,73000.973,74671.459,Boreas,Dawn,1670.4860000000044,1670.4860000000044,1.0228830648599712,2.24,0.9781,0.9791679389312977,0.052929740107363066,-992.1216852668913
