link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,relative_traffic,jammed_int
Boreas-Fenix,251,0.06844,False,Boreas,Fenix,6.84,low,0,0.8203,0
Caelum-Dawn,251,0.00011,False,Caelum,Dawn,0.01,very_low,0,0.0013,0
Caelum-Elysium,251,0.1746,False,Caelum,Elysium,17.46,medium,0,2.0927,0
Caelum-Fenix,251,0.13927,False,Caelum,Fenix,13.93,medium,0,1.6692,0
Dawn-Elysium,251,0.05686,False,Dawn,Elysium,5.69,low,0,0.6815,0
Dawn-Fenix,251,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,251,0.02097,False,Elysium,Fenix,2.1,very_low,0,0.2513,0
Aegis-Boreas,252,0.23352,False,Aegis,Boreas,23.35,high,1,2.7989,0
Aegis-Dawn,252,0.00605,False,Aegis,Dawn,0.6,very_low,0,0.0725,0
Aegis-Elysium,252,0.14427,False,Aegis,Elysium,14.43,medium,0,1.7292,0
Boreas-Dawn,252,0.04485,False,Boreas,Dawn,4.49,very_low,0,0.5376,0
Boreas-Elysium,252,0.09319,False,Boreas,Elysium,9.32,low,0,1.1169,0
Boreas-Fenix,252,0.11268,False,Boreas,Fenix,11.27,medium,0,1.3505,0
Caelum-Dawn,252,0.0363,False,Caelum,Dawn,3.63,very_low,0,0.4351,0
Caelum-Elysium,252,0.06277,False,Caelum,Elysium,6.28,low,0,0.7523,0
Caelum-Fenix,252,0.03246,False,Caelum,Fenix,3.25,very_low,0,0.3891,0
Dawn-Elysium,252,0.08014,False,Dawn,Elysium,8.01,low,0,0.9605,0
Dawn-Fenix,252,0.07564,False,Dawn,Fenix,7.56,low,0,0.9066,0
Elysium-Fenix,252,0.07811,False,Elysium,Fenix,7.81,low,0,0.9362,0
Aegis-Boreas,253,0.05207,False,Aegis,Boreas,5.21,low,0,0.6241,0
Aegis-Dawn,253,0.04506,False,Aegis,Dawn,4.51,very_low,0,0.5401,0
Aegis-Elysium,253,0.0534,False,Aegis,Elysium,5.34,low,0,0.64,0
Boreas-Dawn,253,0.01491,False,Boreas,Dawn,1.49,very_low,0,0.1787,0
Boreas-Elysium,253,0.2957,False,Boreas,Elysium,29.57,high,1,3.5442,0
Boreas-Fenix,253,0.05441,False,Boreas,Fenix,5.44,low,0,0.6521,0
Caelum-Dawn,253,0.01272,False,Caelum,Dawn,1.27,very_low,0,0.1525,0
Caelum-Elysium,253,0.0811,False,Caelum,Elysium,8.11,low,0,0.972,0
Caelum-Fenix,253,0.12595,False,Caelum,Fenix,12.6,medium,0,1.5096,0
Dawn-Elysium,253,0.02746,False,Dawn,Elysium,2.75,very_low,0,0.3291,0
Dawn-Fenix,253,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,253,0.17448,False,Elysium,Fenix,17.45,medium,0,2.0913,0
Aegis-Boreas,254,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,254,0.15228,False,Aegis,Dawn,15.23,medium,0,1.8252,0
Aegis-Elysium,254,0.10018,False,Aegis,Elysium,10.02,medium,0,1.2007,0
Boreas-Dawn,254,0.11399,True,Boreas,Dawn,11.4,medium,0,1.3662,1
Boreas-Elysium,254,0.01828,False,Boreas,Elysium,1.83,very_low,0,0.2191,0
Boreas-Fenix,254,0.35293,False,Boreas,Fenix,35.29,very_high,1,4.2301,0
Caelum-Dawn,254,2e-05,False,Caelum,Dawn,0.0,very_low,0,0.0002,0
Caelum-Elysium,254,0.01637,False,Caelum,Elysium,1.64,very_low,0,0.1962,0
Caelum-Fenix,254,0.11885,False,Caelum,Fenix,11.88,medium,0,1.4245,0
Dawn-Elysium,254,0.04871,False,Dawn,Elysium,4.87,very_low,0,0.5838,0
Dawn-Fenix,254,0.03879,False,Dawn,Fenix,3.88,very_low,0,0.4649,0
Elysium-Fenix,254,0.01295,False,Elysium,Fenix,1.3,very_low,0,0.1552,0
Aegis-Boreas,255,0.0369,False,Aegis,Boreas,3.69,very_low,0,0.4423,0
Aegis-Dawn,255,0.01196,False,Aegis,Dawn,1.2,very_low,0,0.1433,0
Aegis-Elysium,255,0.14294,False,Aegis,Elysium,14.29,medium,0,1.7132,0
Boreas-Dawn,255,0.2184,False,Boreas,Dawn,21.84,high,1,2.6177,0
Boreas-Elysium,255,0.08671,False,Boreas,Elysium,8.67,low,0,1.0393,0
Boreas-Fenix,255,0.09352,False,Boreas,Fenix,9.35,low,0,1.1209,0
Caelum-Dawn,255,0.05074,False,Caelum,Dawn,5.07,low,0,0.6082,0
Caelum-Elysium,255,0.0573,False,Caelum,Elysium,5.73,low,0,0.6868,0
Caelum-Fenix,255,0.15603,False,Caelum,Fenix,15.6,medium,0,1.8701,0
Dawn-Elysium,255,0.00785,False,Dawn,Elysium,0.78,very_low,0,0.0941,0
Dawn-Fenix,255,0.0418,False,Dawn,Fenix,4.18,very_low,0,0.501,0
Elysium-Fenix,255,0.09585,False,Elysium,Fenix,9.59,low,0,1.1488,0
Aegis-Boreas,256,0.02334,False,Aegis,Boreas,2.33,very_low,0,0.2797,0
Aegis-Dawn,256,0.04773,False,Aegis,Dawn,4.77,very_low,0,0.5721,0
Aegis-Elysium,256,0.15789,True,Aegis,Elysium,15.79,medium,0,1.8924,1
Boreas-Dawn,256,0.03978,False,Boreas,Dawn,3.98,very_low,0,0.4768,0
Boreas-Elysium,256,0.0518,False,Boreas,Elysium,5.18,low,0,0.6209,0
Boreas-Fenix,256,0.15634,False,Boreas,Fenix,15.63,medium,0,1.8738,0
Caelum-Dawn,256,0.0812,False,Caelum,Dawn,8.12,low,0,0.9732,0
Caelum-Elysium,256,0.03172,False,Caelum,Elysium,3.17,very_low,0,0.3802,0
Caelum-Fenix,256,0.06612,False,Caelum,Fenix,6.61,low,0,0.7925,0
Dawn-Elysium,256,0.09874,False,Dawn,Elysium,9.87,low,0,1.1835,0
Dawn-Fenix,256,0.14775,False,Dawn,Fenix,14.77,medium,0,1.7709,0
Elysium-Fenix,256,0.09759,False,Elysium,Fenix,9.76,low,0,1.1697,0
Aegis-Boreas,257,0.0446,False,Aegis,Boreas,4.46,very_low,0,0.5346,0
Aegis-Dawn,257,0.0197,False,Aegis,Dawn,1.97,very_low,0,0.2361,0
Aegis-Elysium,257,0.01068,False,Aegis,Elysium,1.07,very_low,0,0.128,0
Boreas-Dawn,257,0.08907,False,Boreas,Dawn,8.91,low,0,1.0676,0
Boreas-Elysium,257,0.01717,False,Boreas,Elysium,1.72,very_low,0,0.2058,0
Boreas-Fenix,257,0.09474,False,Boreas,Fenix,9.47,low,0,1.1355,0
Caelum-Dawn,257,0.0213,False,Caelum,Dawn,2.13,very_low,0,0.2553,0
Caelum-Elysium,257,0.17231,False,Caelum,Elysium,17.23,medium,0,2.0652,0
Caelum-Fenix,257,0.0834330688935281,False,Caelum,Fenix,8.34,low,0,1.0,0
Dawn-Elysium,257,0.00603,False,Dawn,Elysium,0.6,very_low,0,0.0723,0
Dawn-Fenix,257,0.15433,False,Dawn,Fenix,15.43,medium,0,1.8497,0
Elysium-Fenix,257,0.26649,False,Elysium,Fenix,26.65,high,1,3.1941,0
Aegis-Boreas,258,0.11372,False,Aegis,Boreas,11.37,medium,0,1.363,0
Aegis-Dawn,258,0.05916,False,Aegis,Dawn,5.92,low,0,0.7091,0
Aegis-Elysium,258,0.02871,True,Aegis,Elysium,2.87,very_low,0,0.3441,1
Boreas-Dawn,258,0.03209,False,Boreas,Dawn,3.21,very_low,0,0.3846,0
Boreas-Elysium,258,0.05363,False,Boreas,Elysium,5.36,low,0,0.6428,0
Boreas-Fenix,258,0.16892,False,Boreas,Fenix,16.89,medium,0,2.0246,0
Caelum-Dawn,258,0.04116,False,Caelum,Dawn,4.12,very_low,0,0.4933,0
Caelum-Elysium,258,0.05907,False,Caelum,Elysium,5.91,low,0,0.708,0
Caelum-Fenix,258,0.11039,False,Caelum,Fenix,11.04,medium,0,1.3231,0
Dawn-Elysium,258,0.0558,False,Dawn,Elysium,5.58,low,0,0.6688,0
Dawn-Fenix,258,0.27332,True,Dawn,Fenix,27.33,high,1,3.2759,1
Elysium-Fenix,258,0.00403,False,Elysium,Fenix,0.4,very_low,0,0.0483,0
Aegis-Boreas,259,0.00753,True,Aegis,Boreas,0.75,very_low,0,0.0903,1
Aegis-Dawn,259,0.11137,False,Aegis,Dawn,11.14,medium,0,1.3348,0
Aegis-Elysium,259,0.21176,True,Aegis,Elysium,21.18,high,1,2.5381,1
Boreas-Dawn,259,0.12662,False,Boreas,Dawn,12.66,medium,0,1.5176,0
Boreas-Elysium,259,0.05366,False,Boreas,Elysium,5.37,low,0,0.6432,0
Boreas-Fenix,259,0.17058,False,Boreas,Fenix,17.06,medium,0,2.0445,0
Caelum-Dawn,259,0.0834330688935281,False,Caelum,Dawn,8.34,low,0,1.0,0
Caelum-Elysium,259,0.04862,False,Caelum,Elysium,4.86,very_low,0,0.5827,0
Caelum-Fenix,259,0.04499,False,Caelum,Fenix,4.5,very_low,0,0.5392,0
Dawn-Elysium,259,0.04639,False,Dawn,Elysium,4.64,very_low,0,0.556,0
Dawn-Fenix,259,0.01773,False,Dawn,Fenix,1.77,very_low,0,0.2125,0
Elysium-Fenix,259,0.02992,False,Elysium,Fenix,2.99,very_low,0,0.3586,0
Aegis-Boreas,260,0.03888,False,Aegis,Boreas,3.89,very_low,0,0.466,0
Aegis-Dawn,260,0.18198,False,Aegis,Dawn,18.2,medium,0,2.1811,0
Aegis-Elysium,260,0.08204,True,Aegis,Elysium,8.2,low,0,0.9833,1
Boreas-Dawn,260,0.08611,False,Boreas,Dawn,8.61,low,0,1.0321,0
Boreas-Elysium,260,0.05235,False,Boreas,Elysium,5.24,low,0,0.6274,0
Boreas-Fenix,260,0.07907,False,Boreas,Fenix,7.91,low,0,0.9477,0
Caelum-Dawn,260,0.0834330688935281,False,Caelum,Dawn,8.34,low,0,1.0,0
Caelum-Elysium,260,0.16448,False,Caelum,Elysium,16.45,medium,0,1.9714,0
Caelum-Fenix,260,0.08147,False,Caelum,Fenix,8.15,low,0,0.9765,0
Dawn-Elysium,260,0.00956,False,Dawn,Elysium,0.96,very_low,0,0.1146,0
Dawn-Fenix,260,0.15067,False,Dawn,Fenix,15.07,medium,0,1.8059,0
Elysium-Fenix,260,0.06567,False,Elysium,Fenix,6.57,low,0,0.7871,0
Aegis-Boreas,261,0.12598,False,Aegis,Boreas,12.6,medium,0,1.51,0
Aegis-Dawn,261,0.01557,False,Aegis,Dawn,1.56,very_low,0,0.1866,0
Aegis-Elysium,261,0.04282,False,Aegis,Elysium,4.28,very_low,0,0.5132,0
Boreas-Dawn,261,0.137,False,Boreas,Dawn,13.7,medium,0,1.642,0
Boreas-Elysium,261,0.10249,True,Boreas,Elysium,10.25,medium,0,1.2284,1
Boreas-Fenix,261,0.00301,False,Boreas,Fenix,0.3,very_low,0,0.0361,0
Caelum-Dawn,261,0.05373,False,Caelum,Dawn,5.37,low,0,0.644,0
Caelum-Elysium,261,0.00799,False,Caelum,Elysium,0.8,very_low,0,0.0958,0
Caelum-Fenix,261,0.22652,False,Caelum,Fenix,22.65,high,1,2.715,0
Dawn-Elysium,261,0.04565,False,Dawn,Elysium,4.57,very_low,0,0.5471,0
Dawn-Fenix,261,0.14142,True,Dawn,Fenix,14.14,medium,0,1.695,1
Elysium-Fenix,261,0.09783,False,Elysium,Fenix,9.78,low,0,1.1726,0
Aegis-Boreas,262,0.01795,False,Aegis,Boreas,1.8,very_low,0,0.2151,0
Aegis-Dawn,262,0.16134,False,Aegis,Dawn,16.13,medium,0,1.9338,0
Aegis-Elysium,262,0.07347,False,Aegis,Elysium,7.35,low,0,0.8806,0
Boreas-Dawn,262,0.11705,False,Boreas,Dawn,11.7,medium,0,1.4029,0
Boreas-Elysium,262,0.05735,False,Boreas,Elysium,5.74,low,0,0.6874,0
Boreas-Fenix,262,0.1803,False,Boreas,Fenix,18.03,medium,0,2.161,0
Caelum-Dawn,262,0.0144,False,Caelum,Dawn,1.44,very_low,0,0.1726,0
Caelum-Elysium,262,0.10626,False,Caelum,Elysium,10.63,medium,0,1.2736,0
Caelum-Fenix,262,0.08791,True,Caelum,Fenix,8.79,low,0,1.0537,1
Dawn-Elysium,262,0.00472,False,Dawn,Elysium,0.47,very_low,0,0.0566,0
Dawn-Fenix,262,0.07553,False,Dawn,Fenix,7.55,low,0,0.9053,0
Elysium-Fenix,262,0.10373,False,Elysium,Fenix,10.37,medium,0,1.2433,0
Aegis-Boreas,263,0.00012,False,Aegis,Boreas,0.01,very_low,0,0.0014,0
Aegis-Dawn,263,0.11052,False,Aegis,Dawn,11.05,medium,0,1.3247,0
Aegis-Elysium,263,0.01723,False,Aegis,Elysium,1.72,very_low,0,0.2065,0
Boreas-Dawn,263,0.07658,False,Boreas,Dawn,7.66,low,0,0.9179,0
Boreas-Elysium,263,0.10076,False,Boreas,Elysium,10.08,medium,0,1.2077,0
Boreas-Fenix,263,0.0834330688935281,False,Boreas,Fenix,8.34,low,0,1.0,0
Caelum-Dawn,263,0.00803,False,Caelum,Dawn,0.8,very_low,0,0.0962,0
Caelum-Elysium,263,0.27581,True,Caelum,Elysium,27.58,high,1,3.3058,1
Caelum-Fenix,263,0.02763,False,Caelum,Fenix,2.76,very_low,0,0.3312,0
Dawn-Elysium,263,0.05692,False,Dawn,Elysium,5.69,low,0,0.6822,0
Dawn-Fenix,263,0.09447,False,Dawn,Fenix,9.45,low,0,1.1323,0
Elysium-Fenix,263,0.02692,False,Elysium,Fenix,2.69,very_low,0,0.3227,0
Aegis-Boreas,264,0.0427,False,Aegis,Boreas,4.27,very_low,0,0.5118,0
Aegis-Dawn,264,0.047,False,Aegis,Dawn,4.7,very_low,0,0.5633,0
Aegis-Elysium,264,0.00111,False,Aegis,Elysium,0.11,very_low,0,0.0133,0
Boreas-Dawn,264,0.0834330688935281,False,Boreas,Dawn,8.34,low,0,1.0,0
Boreas-Elysium,264,0.14954,False,Boreas,Elysium,14.95,medium,0,1.7923,0
Boreas-Fenix,264,0.01348,False,Boreas,Fenix,1.35,very_low,0,0.1616,0
Caelum-Dawn,264,0.21705,False,Caelum,Dawn,21.7,high,1,2.6015,0
Caelum-Elysium,264,0.12802,True,Caelum,Elysium,12.8,medium,0,1.5344,1
Caelum-Fenix,264,0.00556,False,Caelum,Fenix,0.56,very_low,0,0.0666,0
Dawn-Elysium,264,0.07349,False,Dawn,Elysium,7.35,low,0,0.8808,0
Dawn-Fenix,264,0.17145,False,Dawn,Fenix,17.14,medium,0,2.0549,0
Elysium-Fenix,264,0.01585,False,Elysium,Fenix,1.58,very_low,0,0.19,0
Aegis-Boreas,265,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,265,0.01427,False,Aegis,Dawn,1.43,very_low,0,0.171,0
Aegis-Elysium,265,0.21323,False,Aegis,Elysium,21.32,high,1,2.5557,0
Boreas-Dawn,265,0.03205,False,Boreas,Dawn,3.2,very_low,0,0.3841,0
Boreas-Elysium,265,0.02407,False,Boreas,Elysium,2.41,very_low,0,0.2885,0
Boreas-Fenix,265,0.01855,False,Boreas,Fenix,1.86,very_low,0,0.2223,0
Caelum-Dawn,265,0.30498,False,Caelum,Dawn,30.5,high,1,3.6554,0
Caelum-Elysium,265,0.01269,False,Caelum,Elysium,1.27,very_low,0,0.1521,0
Caelum-Fenix,265,0.01268,False,Caelum,Fenix,1.27,very_low,0,0.152,0
Dawn-Elysium,265,0.08071,False,Dawn,Elysium,8.07,low,0,0.9674,0
Dawn-Fenix,265,0.08433,False,Dawn,Fenix,8.43,low,0,1.0108,0
Elysium-Fenix,265,0.18681,False,Elysium,Fenix,18.68,medium,0,2.239,0
Aegis-Boreas,266,0.1243,True,Aegis,Boreas,12.43,medium,0,1.4898,1
Aegis-Dawn,266,0.10574,False,Aegis,Dawn,10.57,medium,0,1.2674,0
Aegis-Elysium,266,0.05448,False,Aegis,Elysium,5.45,low,0,0.653,0
Boreas-Dawn,266,0.0144,False,Boreas,Dawn,1.44,very_low,0,0.1726,0
Boreas-Elysium,266,0.14568,False,Boreas,Elysium,14.57,medium,0,1.7461,0
Boreas-Fenix,266,0.07908,False,Boreas,Fenix,7.91,low,0,0.9478,0
Caelum-Dawn,266,0.14796,False,Caelum,Dawn,14.8,medium,0,1.7734,0
Caelum-Elysium,266,0.03478,False,Caelum,Elysium,3.48,very_low,0,0.4169,0
Caelum-Fenix,266,0.02401,False,Caelum,Fenix,2.4,very_low,0,0.2878,0
Dawn-Elysium,266,0.11818,False,Dawn,Elysium,11.82,medium,0,1.4165,0
Dawn-Fenix,266,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,266,0.11352,False,Elysium,Fenix,11.35,medium,0,1.3606,0
Aegis-Boreas,267,0.06238,False,Aegis,Boreas,6.24,low,0,0.7477,0
Aegis-Dawn,267,0.07496,False,Aegis,Dawn,7.5,low,0,0.8984,0
Aegis-Elysium,267,0.12276,False,Aegis,Elysium,12.28,medium,0,1.4714,0
Boreas-Dawn,267,0.03443,True,Boreas,Dawn,3.44,very_low,0,0.4127,1
Boreas-Elysium,267,0.09748,False,Boreas,Elysium,9.75,low,0,1.1684,0
Boreas-Fenix,267,0.09791,False,Boreas,Fenix,9.79,low,0,1.1735,0
Caelum-Dawn,267,0.03265,False,Caelum,Dawn,3.26,very_low,0,0.3913,0
Caelum-Elysium,267,0.07501,False,Caelum,Elysium,7.5,low,0,0.899,0
Caelum-Fenix,267,0.07518,False,Caelum,Fenix,7.52,low,0,0.9011,0
Dawn-Elysium,267,0.01452,False,Dawn,Elysium,1.45,very_low,0,0.174,0
Dawn-Fenix,267,0.01658,False,Dawn,Fenix,1.66,very_low,0,0.1987,0
Elysium-Fenix,267,0.29615,False,Elysium,Fenix,29.62,high,1,3.5496,0
Aegis-Boreas,268,0.07012,False,Aegis,Boreas,7.01,low,0,0.8404,0
Aegis-Dawn,268,0.09892,False,Aegis,Dawn,9.89,low,0,1.1856,0
Aegis-Elysium,268,0.35601,False,Aegis,Elysium,35.6,very_high,1,4.267,0
Boreas-Dawn,268,0.00708,False,Boreas,Dawn,0.71,very_low,0,0.0849,0
Boreas-Elysium,268,0.10051,False,Boreas,Elysium,10.05,medium,0,1.2047,0
Boreas-Fenix,268,0.1573,False,Boreas,Fenix,15.73,medium,0,1.8853,0
Caelum-Dawn,268,0.03227,False,Caelum,Dawn,3.23,very_low,0,0.3868,0
Caelum-Elysium,268,0.07965,False,Caelum,Elysium,7.96,low,0,0.9547,0
Caelum-Fenix,268,0.03218,False,Caelum,Fenix,3.22,very_low,0,0.3857,0
Dawn-Elysium,268,0.00334,False,Dawn,Elysium,0.33,very_low,0,0.04,0
Dawn-Fenix,268,0.0124,False,Dawn,Fenix,1.24,very_low,0,0.1486,0
Elysium-Fenix,268,0.05021,False,Elysium,Fenix,5.02,low,0,0.6018,0
Aegis-Boreas,269,0.00156,False,Aegis,Boreas,0.16,very_low,0,0.0187,0
Aegis-Dawn,269,0.04886,False,Aegis,Dawn,4.89,very_low,0,0.5856,0
Aegis-Elysium,269,0.28938,False,Aegis,Elysium,28.94,high,1,3.4684,0
Boreas-Dawn,269,0.04431,False,Boreas,Dawn,4.43,very_low,0,0.5311,0
Boreas-Elysium,269,0.00893,False,Boreas,Elysium,0.89,very_low,0,0.107,0
Boreas-Fenix,269,0.10628,False,Boreas,Fenix,10.63,medium,0,1.2738,0
Caelum-Dawn,269,0.00522,False,Caelum,Dawn,0.52,very_low,0,0.0626,0
Caelum-Elysium,269,0.01645,False,Caelum,Elysium,1.64,very_low,0,0.1972,0
Caelum-Fenix,269,0.11752,False,Caelum,Fenix,11.75,medium,0,1.4086,0
Dawn-Elysium,269,0.09374,True,Dawn,Elysium,9.37,low,0,1.1235,1
Dawn-Fenix,269,0.25358,True,Dawn,Fenix,25.36,high,1,3.0393,1
Elysium-Fenix,269,0.01417,False,Elysium,Fenix,1.42,very_low,0,0.1698,0
Aegis-Boreas,270,0.02344,False,Aegis,Boreas,2.34,very_low,0,0.2809,0
Aegis-Dawn,270,0.03928,False,Aegis,Dawn,3.93,very_low,0,0.4708,0
Aegis-Elysium,270,0.04756,True,Aegis,Elysium,4.76,very_low,0,0.57,1
Boreas-Dawn,270,0.18378,False,Boreas,Dawn,18.38,medium,0,2.2027,0
Boreas-Elysium,270,0.07783,False,Boreas,Elysium,7.78,low,0,0.9328,0
Boreas-Fenix,270,0.00132,False,Boreas,Fenix,0.13,very_low,0,0.0158,0
Caelum-Dawn,270,0.05875,False,Caelum,Dawn,5.88,low,0,0.7042,0
Caelum-Elysium,270,0.22074,False,Caelum,Elysium,22.07,high,1,2.6457,0
Caelum-Fenix,270,0.0776,False,Caelum,Fenix,7.76,low,0,0.9301,0
Dawn-Elysium,270,0.22175,False,Dawn,Elysium,22.18,high,1,2.6578,0
Dawn-Fenix,270,0.00817,False,Dawn,Fenix,0.82,very_low,0,0.0979,0
Elysium-Fenix,270,0.03978,False,Elysium,Fenix,3.98,very_low,0,0.4768,0
Aegis-Boreas,271,0.15732,False,Aegis,Boreas,15.73,medium,0,1.8856,0
Aegis-Dawn,271,0.02605,False,Aegis,Dawn,2.6,very_low,0,0.3122,0
Aegis-Elysium,271,0.017,False,Aegis,Elysium,1.7,very_low,0,0.2038,0
Boreas-Dawn,271,0.0201,False,Boreas,Dawn,2.01,very_low,0,0.2409,0
Boreas-Elysium,271,0.09375,False,Boreas,Elysium,9.38,low,0,1.1237,0
Boreas-Fenix,271,0.10676,True,Boreas,Fenix,10.68,medium,0,1.2796,1
Caelum-Dawn,271,0.07817,False,Caelum,Dawn,7.82,low,0,0.9369,0
Caelum-Elysium,271,0.01435,False,Caelum,Elysium,1.44,very_low,0,0.172,0
Caelum-Fenix,271,0.06865,False,Caelum,Fenix,6.86,low,0,0.8228,0
Dawn-Elysium,271,0.04536,False,Dawn,Elysium,4.54,very_low,0,0.5437,0
Dawn-Fenix,271,0.22032,True,Dawn,Fenix,22.03,high,1,2.6407,1
Elysium-Fenix,271,0.15217,False,Elysium,Fenix,15.22,medium,0,1.8239,0
Aegis-Boreas,272,0.11869,False,Aegis,Boreas,11.87,medium,0,1.4226,0
Aegis-Dawn,272,0.0834330688935281,False,Aegis,Dawn,8.34,low,0,1.0,0
Aegis-Elysium,272,0.17985,True,Aegis,Elysium,17.98,medium,0,2.1556,1
Boreas-Dawn,272,0.04288,False,Boreas,Dawn,4.29,very_low,0,0.5139,0
Boreas-Elysium,272,0.17026,False,Boreas,Elysium,17.03,medium,0,2.0407,0
Boreas-Fenix,272,0.02149,False,Boreas,Fenix,2.15,very_low,0,0.2576,0
Caelum-Dawn,272,0.19047,False,Caelum,Dawn,19.05,medium,0,2.2829,0
Caelum-Elysium,272,0.05364,False,Caelum,Elysium,5.36,low,0,0.6429,0
Caelum-Fenix,272,0.04482,False,Caelum,Fenix,4.48,very_low,0,0.5372,0
Dawn-Elysium,272,0.02559,False,Dawn,Elysium,2.56,very_low,0,0.3067,0
Dawn-Fenix,272,0.12519,False,Dawn,Fenix,12.52,medium,0,1.5005,0
Elysium-Fenix,272,0.02469,False,Elysium,Fenix,2.47,very_low,0,0.2959,0
Aegis-Boreas,273,0.2336,True,Aegis,Boreas,23.36,high,1,2.7998,1
Aegis-Dawn,273,0.0797,False,Aegis,Dawn,7.97,low,0,0.9553,0
Aegis-Elysium,273,0.02823,False,Aegis,Elysium,2.82,very_low,0,0.3384,0
Boreas-Dawn,273,0.02637,False,Boreas,Dawn,2.64,very_low,0,0.3161,0
Boreas-Elysium,273,0.06169,False,Boreas,Elysium,6.17,low,0,0.7394,0
Boreas-Fenix,273,0.14762,False,Boreas,Fenix,14.76,medium,0,1.7693,0
Caelum-Dawn,273,0.17698,False,Caelum,Dawn,17.7,medium,0,2.1212,0
Caelum-Elysium,273,0.11403,True,Caelum,Elysium,11.4,medium,0,1.3667,1
Caelum-Fenix,273,0.05293,True,Caelum,Fenix,5.29,low,0,0.6344,1
Dawn-Elysium,273,0.02385,True,Dawn,Elysium,2.38,very_low,0,0.2859,1
Dawn-Fenix,273,0.01755,False,Dawn,Fenix,1.76,very_low,0,0.2103,0
Elysium-Fenix,273,0.03744,False,Elysium,Fenix,3.74,very_low,0,0.4487,0
Aegis-Boreas,274,0.02792,False,Aegis,Boreas,2.79,very_low,0,0.3346,0
Aegis-Dawn,274,0.13532,False,Aegis,Dawn,13.53,medium,0,1.6219,0
Aegis-Elysium,274,0.0934,False,Aegis,Elysium,9.34,low,0,1.1195,0
Boreas-Dawn,274,0.0515,False,Boreas,Dawn,5.15,low,0,0.6173,0
Boreas-Elysium,274,0.08727,False,Boreas,Elysium,8.73,low,0,1.046,0
Boreas-Fenix,274,0.03557,False,Boreas,Fenix,3.56,very_low,0,0.4263,0
Caelum-Dawn,274,0.0414,False,Caelum,Dawn,4.14,very_low,0,0.4962,0
Caelum-Elysium,274,0.07009,False,Caelum,Elysium,7.01,low,0,0.8401,0
Caelum-Fenix,274,0.12973,False,Caelum,Fenix,12.97,medium,0,1.5549,0
Dawn-Elysium,274,0.07712,False,Dawn,Elysium,7.71,low,0,0.9243,0
Dawn-Fenix,274,0.10847,False,Dawn,Fenix,10.85,medium,0,1.3001,0
Elysium-Fenix,274,0.14221,False,Elysium,Fenix,14.22,medium,0,1.7045,0
Aegis-Boreas,275,0.02276,False,Aegis,Boreas,2.28,very_low,0,0.2728,0
Aegis-Dawn,275,0.06605,True,Aegis,Dawn,6.6,low,0,0.7917,1
Aegis-Elysium,275,0.01884,False,Aegis,Elysium,1.88,very_low,0,0.2258,0
Boreas-Dawn,275,0.17987,False,Boreas,Dawn,17.99,medium,0,2.1559,0
Boreas-Elysium,275,0.07642,False,Boreas,Elysium,7.64,low,0,0.9159,0
Boreas-Fenix,275,0.00125,False,Boreas,Fenix,0.12,very_low,0,0.015,0
Caelum-Dawn,275,0.11113,False,Caelum,Dawn,11.11,medium,0,1.332,0
Caelum-Elysium,275,0.09914,False,Caelum,Elysium,9.91,low,0,1.1883,0
Caelum-Fenix,275,0.01457,False,Caelum,Fenix,1.46,very_low,0,0.1746,0
Dawn-Elysium,275,0.08632,False,Dawn,Elysium,8.63,low,0,1.0346,0
Dawn-Fenix,275,0.01532,False,Dawn,Fenix,1.53,very_low,0,0.1836,0
Elysium-Fenix,275,0.30835,False,Elysium,Fenix,30.84,high,1,3.6958,0
Aegis-Boreas,276,0.09821,False,Aegis,Boreas,9.82,low,0,1.1771,0
Aegis-Dawn,276,0.0316,False,Aegis,Dawn,3.16,very_low,0,0.3787,0
Aegis-Elysium,276,0.04133,False,Aegis,Elysium,4.13,very_low,0,0.4954,0
Boreas-Dawn,276,0.01687,True,Boreas,Dawn,1.69,very_low,0,0.2022,1
Boreas-Elysium,276,0.34384,False,Boreas,Elysium,34.38,high,1,4.1211,0
Boreas-Fenix,276,0.05966,False,Boreas,Fenix,5.97,low,0,0.7151,0
Caelum-Dawn,276,0.08461,False,Caelum,Dawn,8.46,low,0,1.0141,0
Caelum-Elysium,276,0.14009,False,Caelum,Elysium,14.01,medium,0,1.6791,0
Caelum-Fenix,276,0.01072,False,Caelum,Fenix,1.07,very_low,0,0.1285,0
Dawn-Elysium,276,0.06796,False,Dawn,Elysium,6.8,low,0,0.8145,0
Dawn-Fenix,276,0.07651,False,Dawn,Fenix,7.65,low,0,0.917,0
Elysium-Fenix,276,0.0286,False,Elysium,Fenix,2.86,very_low,0,0.3428,0
Aegis-Boreas,277,0.13772,False,Aegis,Boreas,13.77,medium,0,1.6507,0
Aegis-Dawn,277,0.26234,True,Aegis,Dawn,26.23,high,1,3.1443,1
