link_id,tick,load_units,load_ratio,status,observed_latency_ms
Caelum-Dawn,111,16.7,0.182,ok,367866.37
Caelum-Fenix,234,20.2,0.1589,ok,121936.544
Caelum-Dawn,37,23.8,0.2582,ok,143205.796
Caelum-Fenix,283,17.1,0.1343,ok,117799.663
Aegis-Elysium,497,60.1,0.2975,ok,210603.824
Aegis-Boreas,414,76.6,0.3683,ok,102608.935
Dawn-Fenix,328,33.7,0.2146,ok,83954.022
Aegis-Dawn,489,17.3,0.1769,ok,129780.059
Caelum-Dawn,215,7.7,0.0842,ok,116644.68
Caelum-Dawn,279,64.8,0.7039,ok,674626.79
Dawn-Fenix,346,29.0,0.185,ok,77901.646
Elysium-Fenix,73,46.9,0.3084,ok,230516.735
Dawn-Fenix,148,52.6,0.3352,ok,108315.014
Caelum-Dawn,374,35.4,0.3848,ok,190045.883
Caelum-Elysium,331,10.9,0.1316,ok,135715.523
Boreas-Dawn,21,110.9,0.549,ok,206550.977
Aegis-Dawn,117,33.7,0.3436,ok,176204.879
Boreas-Fenix,347,42.1,0.2489,ok,164591.39
Aegis-Boreas,43,53.2,0.2556,ok,76472.565
Aegis-Dawn,83,22.6,0.231,ok,140982.908
Dawn-Elysium,333,26.3,0.3808,ok,172222.782
Dawn-Fenix,109,6.3,0.0401,ok,71527.168
Caelum-Fenix,433,21.7,0.171,ok,123939.806
Aegis-Boreas,251,74.1,0.3564,ok,95694.505
Caelum-Dawn,314,25.2,0.2737,ok,143124.808
Aegis-Elysium,403,35.5,0.1758,ok,171194.538
Caelum-Elysium,275,36.9,0.444,ok,258584.316
Caelum-Fenix,20,14.3,0.1128,ok,113880.869
Aegis-Boreas,421,38.1,0.1833,ok,68092.269
Boreas-Dawn,11,83.1,0.4112,ok,129480.472
Aegis-Boreas,269,56.1,0.2698,ok,77501.407
Caelum-Fenix,261,8.8,0.0694,ok,112086.061
Dawn-Fenix,465,63.5,0.4045,ok,373964.834
Boreas-Dawn,267,36.3,0.1799,ok,77372.951
Caelum-Elysium,135,51.6,0.6218,ok,515553.738
Boreas-Dawn,304,31.7,0.1567,ok,72435.518
Aegis-Elysium,262,60.7,0.3005,ok,213385.925
Aegis-Dawn,370,76.3,0.7787,ok,1085287.032
Boreas-Dawn,456,116.8,0.5781,ok,231908.991
Boreas-Fenix,111,39.7,0.235,ok,163902.166
Caelum-Dawn,153,41.5,0.4512,ok,236105.427
Dawn-Elysium,11,28.6,0.414,ok,190736.242
Boreas-Elysium,105,9.3,0.0454,ok,95442.862
Caelum-Elysium,271,10.4,0.1258,ok,130551.58
Aegis-Boreas,350,61.760000000000005,0.3311,ok,89936.713
Caelum-Fenix,67,20.3,0.1596,ok,120882.006
Boreas-Dawn,173,74.7,0.37,ok,113441.185
Boreas-Fenix,424,22.7,0.1344,ok,140274.879
Caelum-Fenix,88,43.0,0.3385,ok,171156.364
Elysium-Fenix,133,31.7,0.2083,ok,194589.656
Aegis-Dawn,0,9.8,0.1001,ok,116433.718
Caelum-Elysium,337,4.2,0.0501,ok,133802.097
Boreas-Fenix,412,54.0,0.3196,ok,193293.824
Boreas-Dawn,93,42.9,0.2126,ok,79705.383
Caelum-Fenix,467,18.4,0.1448,ok,118756.249
Dawn-Fenix,322,30.3,0.1933,ok,80969.917
Elysium-Fenix,57,67.3,0.4425,ok,335341.599
Caelum-Fenix,150,7.0,0.0549,ok,112993.089
Aegis-Dawn,332,6.5,0.0667,ok,116080.317
Boreas-Dawn,351,123.6,0.6118,ok,267219.097
Elysium-Fenix,480,32.2,0.2115,ok,189483.755
Caelum-Dawn,162,10.9,0.1189,ok,118701.849
Boreas-Fenix,67,100.2,0.5927,ok,478366.867
Elysium-Fenix,100,58.4,0.3842,ok,282240.845
Dawn-Elysium,243,21.6,0.3127,ok,146605.157
Dawn-Elysium,359,37.0,0.5358,ok,289329.861
Elysium-Fenix,114,39.7,0.2609,ok,208589.345
Aegis-Boreas,374,37.1,0.1784,ok,28259.458
Aegis-Elysium,334,63.4,0.3141,ok,223274.23
Dawn-Fenix,118,18.0,0.1149,ok,76205.977
Dawn-Fenix,393,51.2,0.326,ok,105019.444
Dawn-Elysium,315,17.6,0.2553,ok,127784.671
Elysium-Fenix,126,75.28,0.4364,ok,335218.448
Elysium-Fenix,317,52.6,0.3458,ok,253392.553
Aegis-Boreas,358,106.3,0.5112,ok,158034.602
Caelum-Fenix,34,11.1,0.087,ok,117607.712
Dawn-Elysium,283,5.7,0.082,ok,106174.236
Elysium-Fenix,35,49.2,0.3235,ok,240055.341
Boreas-Fenix,180,77.1,0.4562,ok,288067.858
Caelum-Dawn,164,33.5,0.364,ok,180820.354
Dawn-Fenix,493,58.2,0.3705,ok,117291.149
Aegis-Elysium,492,53.4,0.2643,ok,201113.001
Aegis-Dawn,183,34.3,0.3501,ok,185600.493
Caelum-Dawn,221,29.9,0.3247,ok,164559.154
Elysium-Fenix,20,6.6,0.0431,ok,164385.061
Boreas-Elysium,203,64.2,0.313,ok,138936.437
Aegis-Dawn,157,12.6,0.1285,ok,121687.273
Dawn-Elysium,117,28.8,0.4176,ok,192795.831
Boreas-Fenix,108,16.1,0.0951,ok,139525.968
Boreas-Fenix,285,55.3,0.3272,ok,198561.12
Dawn-Elysium,427,5.8,0.0842,ok,105846.688
Dawn-Elysium,140,5.2,0.076,ok,102839.936
Caelum-Fenix,397,43.2,0.3399,ok,171251.217
Caelum-Fenix,214,40.6,0.3199,ok,164977.374
Caelum-Fenix,213,22.3,0.1757,ok,121521.159
Caelum-Elysium,210,14.7,0.1765,ok,142148.591
Dawn-Elysium,95,24.9,0.3602,ok,168691.424
Boreas-Fenix,116,61.5,0.364,ok,215039.251
Boreas-Dawn,34,29.4,0.1726,ok,75053.59
Caelum-Elysium,349,46.9,0.5655,ok,404946.3
Dawn-Elysium,349,7.3,0.106,ok,106176.923
Aegis-Boreas,120,41.9,0.2014,ok,68766.679
Boreas-Dawn,407,58.7,0.2904,ok,93978.378
Boreas-Dawn,64,32.7,0.1617,ok,73419.407
Boreas-Fenix,15,97.8,0.5787,ok,456185.09
Aegis-Elysium,291,55.4,0.2741,ok,201393.253
Boreas-Fenix,281,19.8,0.1169,ok,144647.523
Boreas-Fenix,446,52.3,0.3098,ok,188708.253
Caelum-Elysium,404,7.9,0.0946,ok,289595.061
Dawn-Fenix,475,42.8,0.2723,ok,92727.949
Aegis-Elysium,211,25.6,0.1265,ok,161474.69
Dawn-Elysium,264,11.2,0.1623,ok,107527.504
Dawn-Fenix,327,63.0,0.401,ok,127987.385
Aegis-Boreas,59,5.7,0.0275,ok,59468.878
Caelum-Fenix,468,52.5,0.4131,ok,213753.203
Caelum-Dawn,198,29.2,0.3174,ok,160625.351
Dawn-Fenix,126,6.7,0.043,ok,70048.016
Elysium-Fenix,428,63.8,0.4199,ok,311401.833
Boreas-Dawn,314,63.6,0.3147,ok,98831.027
Dawn-Fenix,399,39.9,0.254,ok,90846.368
Boreas-Fenix,452,47.9,0.2836,ok,181572.714
Boreas-Elysium,305,104.7,0.5105,ok,251529.707
Aegis-Boreas,166,120.6,0.5799,ok,204066.652
Elysium-Fenix,99,52.4,0.3451,ok,250514.128
Boreas-Fenix,89,30.1,0.1784,ok,151177.009
Boreas-Fenix,182,50.3,0.2975,ok,182223.893
Caelum-Fenix,287,45.3,0.3564,ok,177304.802
Caelum-Fenix,18,64.7,0.5094,ok,284657.291
Boreas-Fenix,227,26.4,0.1562,ok,144969.045
Dawn-Elysium,134,7.2,0.1042,ok,106274.921
Aegis-Dawn,236,28.2,0.2882,ok,158972.682
Caelum-Dawn,183,15.4,0.1674,ok,122104.496
Dawn-Fenix,117,46.2,0.294,ok,96768.099
Aegis-Elysium,145,33.9,0.1677,ok,426980.311
Dawn-Elysium,75,25.3,0.3661,ok,166976.632
Aegis-Elysium,443,14.4,0.0714,ok,151477.305
Elysium-Fenix,391,43.6,0.2871,ok,219398.551
Aegis-Boreas,76,22.1,0.1063,ok,62746.837
Boreas-Elysium,13,101.3,0.4943,ok,238529.2
Caelum-Fenix,299,59.5,0.4687,ok,377142.537
Boreas-Dawn,347,111.0,0.5493,ok,208520.874
Aegis-Dawn,272,15.1,0.1537,ok,130084.588
Caelum-Elysium,410,49.5,0.5966,ok,464833.812
Aegis-Elysium,51,142.9,0.7073,ok,939030.084
Boreas-Fenix,288,66.2,0.3917,ok,235406.121
Aegis-Elysium,249,27.1,0.1342,ok,158502.955
Dawn-Fenix,287,32.9,0.2098,ok,125505.882
Boreas-Fenix,220,47.0,0.2779,ok,176283.288
Aegis-Elysium,180,43.0,0.2128,ok,179313.691
Aegis-Elysium,300,108.1,0.535,ok,437281.705
Caelum-Elysium,374,18.1,0.2184,ok,147424.153
Dawn-Fenix,371,59.9,0.3818,ok,119722.103
Dawn-Elysium,447,16.5,0.2395,ok,126307.269
Elysium-Fenix,154,46.6,0.3067,ok,234162.487
Caelum-Elysium,4,19.5,0.2344,ok,159462.929
Aegis-Elysium,44,67.7,0.335,ok,233419.342
Dawn-Elysium,54,7.9,0.1145,ok,103999.724
Caelum-Elysium,368,19.4,0.234,ok,153810.435
Boreas-Fenix,305,19.7,0.1166,ok,134756.503
Dawn-Fenix,290,35.6,0.227,ok,84616.47
Boreas-Dawn,149,55.4,0.2745,ok,89646.17
Elysium-Fenix,244,81.6,0.5369,ok,466670.653
Boreas-Dawn,413,23.6,0.1168,ok,71830.369
Aegis-Elysium,407,99.9,0.4944,ok,377688.321
Elysium-Fenix,483,21.2,0.1393,ok,174660.68
Dawn-Elysium,120,14.2,0.2061,ok,118082.319
Dawn-Elysium,454,22.2,0.3219,ok,148826.725
Aegis-Boreas,458,17.4,0.0836,ok,60805.456
Elysium-Fenix,434,45.0,0.2962,ok,224039.91
Aegis-Elysium,154,110.3,0.5458,ok,455314.503
Boreas-Fenix,256,13.7,0.0811,ok,136202.779
Caelum-Fenix,164,85.3,0.6718,ok,567937.783
Aegis-Dawn,176,24.9,0.2539,ok,143904.234
Boreas-Dawn,117,148.7,0.7361,ok,492409.321
Caelum-Dawn,376,26.96,0.2159,ok,131622.359
Caelum-Fenix,490,62.8,0.4942,ok,273113.52
Dawn-Elysium,57,14.7,0.2131,ok,117322.696
Dawn-Elysium,74,15.2,0.2207,ok,121297.823
Boreas-Fenix,481,57.9,0.3425,ok,200981.84
Caelum-Elysium,163,25.3,0.3047,ok,177944.429
Dawn-Elysium,217,13.7,0.1986,ok,111859.764
Dawn-Elysium,191,10.4,0.1509,ok,109242.763
Aegis-Dawn,155,12.5,0.128,ok,127538.926
Aegis-Dawn,201,35.3,0.3601,ok,188867.948
Aegis-Elysium,308,119.5,0.5914,ok,548426.841
Caelum-Elysium,422,49.5,0.596,ok,460880.968
Aegis-Dawn,2,27.9,0.2842,ok,160485.715
Boreas-Dawn,156,32.2,0.1596,ok,77288.935
Caelum-Fenix,185,32.8,0.2584,ok,143620.617
Elysium-Fenix,39,10.3,0.068,ok,159977.06
Caelum-Fenix,141,33.5,0.2635,ok,143649.238
Boreas-Dawn,31,51.6,0.2554,ok,87169.33
Caelum-Dawn,177,14.6,0.1588,ok,123703.263
Dawn-Elysium,310,32.8,0.4749,ok,235330.047
Dawn-Elysium,111,18.0,0.2601,ok,130287.097
Elysium-Fenix,470,24.2,0.1591,ok,179338.072
Caelum-Dawn,419,29.2,0.317,ok,160526.587
Caelum-Dawn,383,13.9,0.1505,ok,119503.747
Caelum-Dawn,272,34.9,0.3793,ok,190458.97
Caelum-Elysium,354,36.3,0.4373,ok,251507.683
Boreas-Fenix,196,48.9,0.2895,ok,178168.594
Dawn-Elysium,233,12.9,0.1863,ok,115318.487
Aegis-Boreas,51,69.2,0.3328,ok,89539.186
Dawn-Fenix,127,26.4,0.1684,ok,82018.526
Caelum-Fenix,162,54.4,0.428,ok,216078.81
Aegis-Dawn,397,36.2,0.369,ok,193514.056
Caelum-Dawn,370,59.6,0.6476,ok,510596.948
Aegis-Elysium,123,35.8,0.1774,ok,175797.271
Aegis-Dawn,248,9.8,0.0996,ok,122007.701
Boreas-Elysium,308,64.7,0.3157,ok,143434.402
Boreas-Fenix,250,64.1,0.3794,ok,225369.696
Elysium-Fenix,343,50.3,0.3309,ok,251644.481
Boreas-Dawn,235,30.2,0.1494,ok,75409.792
Boreas-Dawn,231,71.4,0.3535,ok,108130.541
Boreas-Fenix,39,23.4,0.1383,ok,143214.231
Dawn-Elysium,48,35.1,0.5088,ok,263620.883
Dawn-Fenix,55,10.8,0.0691,ok,73930.128
Elysium-Fenix,462,19.5,0.1285,ok,163783.07
Dawn-Fenix,69,56.3,0.3583,ok,114452.228
Caelum-Dawn,237,55.1,0.5992,ok,411444.75
Dawn-Fenix,365,63.6,0.4051,ok,130279.072
Elysium-Fenix,372,50.4,0.3314,ok,248963.685
Elysium-Fenix,199,27.4,0.1805,ok,186320.578
Caelum-Dawn,334,15.3,0.1667,ok,123811.868
Caelum-Dawn,67,23.3,0.2529,ok,136921.945
Dawn-Elysium,443,22.1,0.3198,ok,148286.602
Caelum-Fenix,230,24.0,0.1893,ok,124846.017
Boreas-Fenix,225,53.5,0.3168,ok,197297.194
Aegis-Elysium,454,17.9,0.0884,ok,155538.008
Elysium-Fenix,21,20.4,0.134,ok,167247.714
Aegis-Elysium,468,49.3,0.244,ok,193441.015
Aegis-Elysium,254,37.5,0.1856,ok,169651.045
Aegis-Elysium,477,71.8,0.3557,ok,241999.323
Boreas-Dawn,432,26.0,0.1287,ok,73399.935
Boreas-Dawn,384,79.2,0.3921,ok,120040.273
Boreas-Dawn,45,79.4,0.3931,ok,120705.586
Caelum-Fenix,339,61.3,0.4828,ok,263716.305
Aegis-Boreas,37,54.1,0.2602,ok,77258.602
Dawn-Elysium,369,2.0,0.0293,ok,101282.991
Boreas-Elysium,459,43.4,0.2119,ok,113643.546
Aegis-Boreas,463,48.1,0.2311,ok,75016.201
Caelum-Dawn,463,31.7,0.3442,ok,170462.465
Boreas-Elysium,473,45.4,0.2213,ok,113970.308
Caelum-Dawn,143,16.8,0.1825,ok,125215.71
Caelum-Elysium,322,28.3,0.3404,ok,193629.296
Boreas-Elysium,315,30.2,0.1474,ok,107158.76
Dawn-Elysium,53,15.0,0.2175,ok,118123.214
Dawn-Fenix,134,73.8,0.4698,ok,305582.809
Caelum-Elysium,326,45.9,0.5532,ok,386781.952
Caelum-Dawn,321,45.1,0.4899,ok,269805.893
Caelum-Elysium,76,45.3,0.5458,ok,378455.977
Aegis-Elysium,349,35.6,0.1763,ok,167414.608
Elysium-Fenix,36,50.3,0.3311,ok,243294.57
Aegis-Boreas,360,71.9,0.3457,ok,92374.447
Caelum-Elysium,70,17.8,0.2146,ok,145175.995
Boreas-Elysium,239,50.7,0.2471,ok,117865.227
Boreas-Fenix,312,89.8,0.5315,ok,375987.878
Caelum-Fenix,51,94.9,0.7472,ok,852140.212
Dawn-Elysium,101,20.1,0.2913,ok,138593.911
Boreas-Dawn,258,114.6,0.5672,ok,220429.822
Dawn-Elysium,365,27.0,0.3908,ok,178256.144
Boreas-Dawn,12,50.9,0.2521,ok,85450.378
Caelum-Fenix,390,3.0,0.0233,ok,112254.152
Caelum-Dawn,360,24.4,0.2657,ok,144772.641
Boreas-Dawn,247,14.4,0.0714,ok,72201.075
Caelum-Fenix,11,45.1,0.3547,ok,178315.6
Aegis-Elysium,237,17.9,0.0884,ok,156960.483
Boreas-Fenix,426,68.0,0.4025,ok,247532.0
Boreas-Dawn,270,45.9,0.2273,ok,81768.635
Caelum-Fenix,419,43.6,0.3434,ok,173955.021
Dawn-Fenix,271,11.1,0.0704,ok,72140.824
Caelum-Elysium,303,19.3,0.2324,ok,156402.948
Aegis-Boreas,384,1.3,0.0065,ok,62122.885
Caelum-Dawn,192,21.2,0.2304,ok,136242.525
Dawn-Elysium,106,26.0,0.3762,ok,173747.878
Boreas-Elysium,7,33.0,0.1611,ok,107906.677
Aegis-Elysium,422,79.0,0.391,ok,265799.989
Boreas-Dawn,412,41.8,0.2071,ok,79166.96
Aegis-Dawn,319,14.5,0.1481,ok,123778.584
Aegis-Boreas,489,65.7,0.316,ok,85880.603
Aegis-Boreas,145,57.6,0.2767,ok,79808.126
Aegis-Dawn,321,25.9,0.2639,ok,151862.461
Aegis-Boreas,332,149.6,0.719,ok,391315.18
Aegis-Boreas,52,19.8,0.0954,ok,63239.966
Aegis-Dawn,243,70.7,0.7219,ok,779965.396
Dawn-Fenix,380,26.8,0.1707,ok,79759.327
Boreas-Fenix,469,44.8,0.2654,ok,170737.478
Boreas-Fenix,60,52.0,0.3075,ok,192168.834
Elysium-Fenix,267,5.7,0.0375,ok,164771.335
Caelum-Dawn,333,19.160000000000004,0.1435,ok,117828.654
Dawn-Fenix,295,41.7,0.2659,ok,89190.604
Dawn-Fenix,499,36.9,0.235,ok,86763.962
Caelum-Fenix,108,57.4,0.4523,ok,240192.986
Boreas-Fenix,286,109.9,0.6504,ok,618898.251
Aegis-Boreas,422,12.2,0.0586,ok,63217.479
Aegis-Boreas,21,66.4,0.3192,ok,87170.787
Aegis-Elysium,50,84.1,0.4163,ok,290753.288
Elysium-Fenix,195,33.9,0.2233,ok,197841.229
Aegis-Dawn,430,40.5,0.4131,ok,216401.5
Boreas-Fenix,25,62.5,0.37,ok,222524.219
Boreas-Fenix,162,19.72,0.1496,ok,146799.055
Aegis-Elysium,413,61.5,0.3043,ok,219454.372
Boreas-Fenix,4,35.0,0.2068,ok,153826.427
Dawn-Elysium,320,28.7,0.4155,ok,189875.133
Aegis-Boreas,44,66.7,0.3206,ok,85698.806
Boreas-Fenix,459,36.1,0.2136,ok,153060.481
Caelum-Fenix,399,19.3,0.1524,ok,119909.893
Caelum-Elysium,25,45.3,0.5453,ok,378942.18
Caelum-Dawn,159,53.3,0.5793,ok,377985.686
Caelum-Elysium,18,33.9,0.4087,ok,232911.77
Aegis-Boreas,311,47.2,0.2271,ok,71320.925
Elysium-Fenix,65,29.8,0.1962,ok,186687.41
Aegis-Boreas,12,98.7,0.4745,ok,135546.089
Aegis-Dawn,191,7.8,0.08,ok,121878.445
Aegis-Elysium,235,44.12,0.3483,ok,241356.167
Caelum-Dawn,442,32.6,0.3544,ok,178124.631
Boreas-Fenix,296,9.2,0.0546,ok,65078.672
Boreas-Elysium,40,51.9,0.2531,ok,122058.652
Boreas-Fenix,117,103.9,0.6145,ok,526785.558
Boreas-Dawn,42,156.5,0.7746,ok,615928.346
Boreas-Fenix,492,9.7,0.0577,ok,131737.817
Boreas-Elysium,489,36.1,0.176,ok,109037.683
Boreas-Elysium,234,122.5,0.5974,ok,358600.396
Aegis-Elysium,73,20.8,0.103,ok,159621.147
Caelum-Dawn,123,24.1,0.2624,ok,137460.814
Aegis-Elysium,6,76.34,0.5735,ok,513429.645
Caelum-Dawn,19,26.2,0.2847,ok,152533.557
Caelum-Dawn,158,25.1,0.2728,ok,146365.748
Caelum-Elysium,364,15.6,0.1878,ok,143625.218
Caelum-Dawn,152,20.3,0.2208,ok,131545.061
Dawn-Fenix,450,63.9,0.4069,ok,127568.539
Caelum-Dawn,490,62.0,0.6743,ok,581056.38
Boreas-Elysium,104,1.8,0.0089,ok,98449.818
Boreas-Elysium,252,31.0,0.1511,ok,106529.309
Boreas-Elysium,57,45.6,0.2223,ok,114259.801
Boreas-Elysium,452,83.7,0.4083,ok,177524.89
Caelum-Fenix,180,69.1,0.5445,ok,331745.323
Aegis-Dawn,264,18.2,0.1861,ok,129647.23
Aegis-Boreas,312,66.1,0.3177,ok,86538.368
Boreas-Dawn,9,21.9,0.1084,ok,67825.033
Boreas-Dawn,66,36.2,0.1791,ok,77694.575
Boreas-Fenix,272,24.9,0.1471,ok,143371.6
Caelum-Dawn,4,38.3,0.4158,ok,214368.107
Aegis-Dawn,457,34.6,0.353,ok,184715.254
Dawn-Fenix,3,30.9,0.1967,ok,84276.462
Aegis-Dawn,239,30.1,0.3076,ok,169146.596
Elysium-Fenix,37,44.8,0.2949,ok,228486.81
Dawn-Fenix,286,15.8,0.101,ok,74913.079
Dawn-Elysium,185,11.8,0.1715,ok,113445.531
Boreas-Fenix,398,50.0,0.2958,ok,184259.663
Boreas-Dawn,198,14.2,0.0705,ok,71630.848
Dawn-Elysium,258,21.9,0.3168,ok,147871.173
Aegis-Dawn,356,28.8,0.2939,ok,159142.588
Aegis-Elysium,433,72.5,0.3587,ok,249591.46
Caelum-Elysium,384,22.9,0.2758,ok,168368.681
Aegis-Elysium,418,102.4,0.5069,ok,388317.639
Dawn-Fenix,389,26.9,0.1715,ok,78163.625
Aegis-Dawn,387,5.3,0.0541,ok,116157.337
Caelum-Elysium,3,6.9,0.0827,ok,125632.8
Aegis-Elysium,46,37.8,0.1872,ok,173778.288
Dawn-Fenix,482,7.4,0.0469,ok,70307.485
Caelum-Fenix,308,37.8,0.2979,ok,153599.254
Dawn-Elysium,260,33.7,0.4884,ok,244711.174
Caelum-Elysium,186,17.7,0.2128,ok,150854.262
Aegis-Boreas,19,80.84,0.5608,ok,188640.6
Boreas-Dawn,212,47.8,0.2368,ok,81798.606
Boreas-Dawn,242,31.4,0.1555,ok,76272.9
Aegis-Dawn,13,21.3,0.2173,ok,139891.628
Caelum-Dawn,315,31.7,0.3447,ok,173847.856
Dawn-Elysium,311,16.9,0.2454,ok,125019.334
Dawn-Elysium,61,15.1,0.219,ok,124950.873
Aegis-Elysium,411,49.9,0.2468,ok,187600.413
Caelum-Dawn,155,48.6,0.5283,ok,306917.022
Dawn-Elysium,182,14.3,0.2077,ok,118526.596
Caelum-Dawn,375,28.1,0.3051,ok,154584.781
Boreas-Fenix,255,129.7,0.7675,ok,1151080.013
Caelum-Fenix,153,58.6,0.4617,ok,243135.751
Dawn-Elysium,107,37.6,0.5447,ok,297686.005
Boreas-Fenix,457,33.3,0.1972,ok,156425.488
Aegis-Dawn,216,10.8,0.1098,ok,123731.581
Aegis-Elysium,167,123.0,0.609,ok,593049.981
Caelum-Elysium,425,42.5,0.5119,ok,331355.57
Caelum-Dawn,377,27.9,0.3034,ok,157020.789
Boreas-Dawn,180,23.3,0.1151,ok,72454.867
Dawn-Elysium,403,40.1,0.5809,ok,347149.51
Aegis-Dawn,232,10.7,0.1088,ok,120574.032
Aegis-Elysium,55,39.4,0.195,ok,175958.267
Caelum-Dawn,440,13.5,0.1463,ok,116260.759
Caelum-Elysium,342,26.8,0.3231,ok,187231.457
Boreas-Fenix,22,36.4,0.2155,ok,159498.089
Aegis-Elysium,144,58.6,0.2902,ok,208198.841
Aegis-Elysium,391,4.6,0.0227,ok,152521.614
Elysium-Fenix,87,50.0,0.3291,ok,241885.32
Boreas-Dawn,254,96.8,0.479,ok,159636.117
Boreas-Elysium,94,52.9,0.2581,ok,123787.039
Aegis-Elysium,374,15.2,0.0751,ok,156584.53
Caelum-Dawn,363,24.6,0.2671,ok,146079.274
Caelum-Fenix,158,59.1,0.4654,ok,250855.249
Dawn-Elysium,308,37.6,0.5455,ok,301447.23
Boreas-Elysium,81,99.4,0.4849,ok,227566.254
Dawn-Elysium,131,11.7,0.1691,ok,108303.634
Aegis-Boreas,355,39.1,0.188,ok,68150.06
Dawn-Fenix,9,62.8,0.4003,ok,127481.788
Aegis-Elysium,32,96.0,0.4755,ok,351508.195
Aegis-Dawn,111,11.9,0.1217,ok,121579.66
Boreas-Fenix,418,39.6,0.2344,ok,162006.85
Dawn-Fenix,156,32.9,0.2095,ok,38236.067
Dawn-Elysium,467,32.3,0.4678,ok,228879.021
Caelum-Fenix,460,54.3,0.4278,ok,220339.975
Caelum-Fenix,231,38.4,0.3024,ok,151642.305
Dawn-Elysium,353,14.0,0.2023,ok,117645.995
Caelum-Elysium,142,10.6,0.1276,ok,132612.182
Caelum-Fenix,218,32.3,0.2547,ok,139643.727
Caelum-Fenix,128,53.2,0.4192,ok,211374.317
Caelum-Dawn,438,60.0,0.6518,ok,517157.212
Aegis-Elysium,200,61.8,0.306,ok,213376.659
Boreas-Elysium,472,107.9,0.5263,ok,265562.389
Caelum-Dawn,410,27.2,0.2958,ok,148159.459
Caelum-Fenix,49,28.2,0.2221,ok,131686.523
Aegis-Elysium,257,26.6,0.1316,ok,162332.718
Aegis-Boreas,90,119.5,0.5745,ok,197817.71
Boreas-Dawn,88,103.2,0.5107,ok,180092.035
Aegis-Dawn,37,21.9,0.223,ok,139576.469
Aegis-Elysium,449,32.1,0.1591,ok,166884.232
Caelum-Elysium,78,13.5,0.1626,ok,143319.44
Boreas-Fenix,337,30.859999999999996,0.2162,ok,157491.202
Elysium-Fenix,447,17.4,0.1147,ok,174193.196
Aegis-Elysium,61,13.7,0.0678,ok,158797.882
Aegis-Boreas,133,15.1,0.0724,ok,61515.496
Aegis-Elysium,430,13.1,0.0649,ok,148359.566
Dawn-Elysium,112,19.1,0.2773,ok,133317.289
Dawn-Elysium,340,26.2,0.3791,ok,173665.701
Elysium-Fenix,202,103.6,0.6816,ok,883199.777
Aegis-Dawn,431,41.3,0.4217,ok,226912.732
Boreas-Fenix,420,97.88,0.6271,ok,557267.435
Dawn-Fenix,33,86.6,0.5516,ok,214698.379
Aegis-Elysium,425,44.4,0.22,ok,183707.125
Aegis-Boreas,315,25.0,0.1201,ok,63473.103
Elysium-Fenix,397,48.3,0.3176,ok,239926.14
Boreas-Dawn,236,79.8,0.3953,ok,124406.959
Boreas-Fenix,45,36.4,0.2156,ok,159452.295
Dawn-Elysium,317,19.9,0.289,ok,136737.933
Elysium-Fenix,217,83.9,0.552,ok,500349.551
Aegis-Elysium,381,40.9,0.2023,ok,177624.013
Caelum-Elysium,159,14.6,0.1755,ok,142975.545
Dawn-Fenix,361,91.1,0.5804,ok,241538.564
Caelum-Dawn,395,20.220000000000006,0.1571,ok,119294.419
Boreas-Fenix,88,33.5,0.1985,ok,155682.692
Boreas-Fenix,159,85.3,0.5049,ok,884209.392
Elysium-Fenix,279,46.18,0.3069,ok,226003.92
Aegis-Elysium,305,86.3,0.4272,ok,302271.42
Dawn-Elysium,491,14.4,0.209,ok,116062.906
Aegis-Elysium,267,68.9,0.3413,ok,235937.87
Caelum-Fenix,44,68.5,0.5391,ok,323892.916
Caelum-Elysium,31,14.1,0.1703,ok,137507.533
Aegis-Boreas,224,27.7,0.1334,ok,63365.435
Dawn-Fenix,131,48.5,0.3092,ok,99862.169
Caelum-Fenix,59,61.8,0.4865,ok,264789.466
Caelum-Fenix,171,60.4,0.4758,ok,255842.648
Aegis-Elysium,298,109.0,0.5398,ok,440400.39
Boreas-Elysium,402,18.7,0.0912,ok,104126.464
Boreas-Fenix,363,72.0,0.4258,ok,263639.849
Aegis-Boreas,283,43.9,0.2108,ok,70838.129
Aegis-Dawn,9,8.3,0.0844,ok,121778.578
Aegis-Elysium,82,84.4,0.4177,ok,290082.826
Aegis-Elysium,288,117.3,0.5805,ok,522704.447
Dawn-Fenix,487,114.1,0.7269,ok,480972.118
Aegis-Elysium,54,30.8,0.1527,ok,165572.046
Elysium-Fenix,147,27.1,0.1782,ok,181765.538
Caelum-Fenix,248,8.2,0.0647,ok,111915.599
Elysium-Fenix,472,25.2,0.166,ok,356744.984
Caelum-Fenix,4,7.9,0.0623,ok,110554.627
Boreas-Fenix,149,35.1,0.2078,ok,157653.594
Dawn-Elysium,489,26.9,0.3905,ok,177225.838
Aegis-Elysium,108,50.5,0.2498,ok,189914.971
Boreas-Elysium,274,15.9,0.0892,ok,97023.786
Dawn-Fenix,178,37.3,0.2378,ok,86558.401
Caelum-Fenix,451,58.0,0.4568,ok,243663.184
Aegis-Boreas,289,22.4,0.1076,ok,62159.802
Aegis-Elysium,90,97.9,0.4846,ok,363813.427
Aegis-Elysium,380,1.4,0.0071,ok,150692.764
Elysium-Fenix,467,95.1,0.6257,ok,682036.702
Aegis-Elysium,14,2.4,0.0117,ok,155679.236
